,Date,ISO3,Country,BCI,BCI σ,BCI Δ,BCI Δ σ,Manufacturing: Confidence Index,Manufacturing: Confidence Index σ,Manufacturing: Confidence Index Δ,Manufacturing: Confidence Index Δ σ,Manufacturing: New Orders Index,Manufacturing: New Orders Index σ,Manufacturing: New Orders Index Δ,Manufacturing: New Orders Index Δ σ,Manufacturing: New Orders Inflows Index,Manufacturing: New Orders Inflows Index σ,Manufacturing: New Orders Inflows Index Δ,Manufacturing: New Orders Inflows Index Δ σ,Manufacturing: New Export Orders Index,Manufacturing: New Export Orders Index σ,Manufacturing: New Export Orders Index Δ,Manufacturing: New Export Orders Index Δ σ,Manufacturing: Production Index,Manufacturing: Production Index σ,Manufacturing: Production Index Δ,Manufacturing: Production Index Δ σ,Manufacturing: Employment Index,Manufacturing: Employment Index σ,Manufacturing: Employment Index Δ,Manufacturing: Employment Index Δ σ,Manufacturing: Capacity Utilisation Index,Manufacturing: Capacity Utilisation Index σ,Manufacturing: Capacity Utilisation Index Δ,Manufacturing: Capacity Utilisation Index Δ σ,Non-Manufacturing: Order Intentions & Demand Index,Non-Manufacturing: Order Intentions & Demand Index σ,Non-Manufacturing: Order Intentions & Demand Index Δ,Non-Manufacturing: Order Intentions & Demand Index Δ σ,Non-Manufacturing: Business Activity Index,Non-Manufacturing: Business Activity Index σ,Non-Manufacturing: Business Activity Index Δ,Non-Manufacturing: Business Activity Index Δ σ,Non-Manufacturing: Employment Index,Non-Manufacturing: Employment Index σ,Non-Manufacturing: Employment Index Δ,Non-Manufacturing: Employment Index Δ σ,Non-Manufacturing: Raw Material Stocks Index,Non-Manufacturing: Raw Material Stocks Index σ,Non-Manufacturing: Raw Material Stocks Index Δ,Non-Manufacturing: Raw Material Stocks Index Δ σ,CCI,CCI σ,CCI Δ,CCI Δ σ,Consumer: Confidence Index,Consumer: Confidence Index σ,Consumer: Confidence Index Δ,Consumer: Confidence Index Δ σ,Consumer: Future Confidence Index,Consumer: Future Confidence Index σ,Consumer: Future Confidence Index Δ,Consumer: Future Confidence Index Δ σ,Consumer: Price Confidence Index,Consumer: Price Confidence Index σ,Consumer: Price Confidence Index Δ,Consumer: Price Confidence Index Δ σ,GDP,GDP σ,GDP Δ,GDP Δ σ,GDP Q,GDP Q σ,GDP Q Δ,GDP Q Δ σ,CLI,CLI σ,CLI Δ,CLI Δ σ,PPI,PPI σ,PPI Δ,PPI Δ σ,CPI,CPI σ,CPI Δ,CPI Δ σ,CPI M,CPI M σ,CPI M Δ,CPI M Δ σ,Unemployment,Unemployment σ,Unemployment Δ,Unemployment Δ σ,M1 Money Supply,M1 Money Supply σ,M1 Money Supply %Δ 1Y,M1 Money Supply %Δ σ,M1 Money Supply %Δ,M3 Money Supply,M3 Money Supply σ,M3 Money Supply %Δ 1Y,M3 Money Supply %Δ σ,M3 Money Supply %Δ,Base Yield,Base Yield σ,Base Yield Δ,Base Yield Δ σ,3m Yield,3m Yield σ,3m Yield Δ,3m Yield Δ σ,10y Yield,10y Yield σ,10y Yield Δ,10y Yield Δ σ,Stock Market,Stock Market σ,Stock Market %Δ,Stock Market %Δ σ,Stock Market %Δ 1Y
15,1951-04-01,USA,United States,100.6677,,-2.529600000000002,,7.0,,-28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.563012123,,-2.805510204999999,,1.358158764,,-0.5566213830000002,,,,,,13.2352963699416,,1.1029416832368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1951-05-01,USA,United States,99.35104,,-3.7221600000000024,,1.4,,-37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.563012123,,-2.805510204999999,,1.358158764,,-0.5566213830000002,,,,,,13.1868154086638,,-0.048480961277800105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1951-06-01,USA,United States,98.35471,,-3.809190000000001,,-9.0,,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.149883824,,-1.4131282990000003,,1.732710437,,0.37455167300000003,,,,,,12.4087609829476,,-0.8265353869940011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1951-07-01,USA,United States,97.88342,,-2.7842799999999954,,-15.8,,-22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.149883824,,-1.4131282990000003,,1.732710437,,0.37455167300000003,,,,,,10.0000007439007,,-3.2352956260409016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1951-08-01,USA,United States,98.03663,,-1.3144099999999952,,-12.8,,-14.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.149883824,,-1.4131282990000003,,1.732710437,,0.37455167300000003,,,,,,7.31707272819707,,-5.8697426804667305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1951-09-01,USA,United States,98.51788,,0.16317000000000803,,-3.8,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254695502,,-1.895188322,,2.060998798,,0.32828836100000003,,,,,,5.8419233286439,,-6.5668376543037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1951-10-01,USA,United States,98.81776,,0.9343400000000059,,-0.8,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254695502,,-1.895188322,,2.060998798,,0.32828836100000003,,,,,,6.1643826333384,,-3.835618110562299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1951-11-01,USA,United States,98.74117,,0.7045399999999944,,-5.6,,7.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.254695502,,-1.895188322,,2.060998798,,0.32828836100000003,,,,,,5.08474809635049,,-2.2323246318465806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1951-12-01,USA,United States,98.44353,,-0.07435000000000969,,-7.0,,-3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.471378495,,-1.783317007,,0.220249574,,-1.840749224,,,,,,3.00000135389931,,-2.84192197474459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1952-01-01,USA,United States,97.96957,,-0.8481900000000024,,-10.6,,-9.799999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.471378495,,-1.783317007,,0.220249574,,-1.840749224,,,,,,0.983606994001394,,-5.180775639337006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1952-02-01,USA,United States,97.39404,,-1.3471299999999928,,-16.4,,-10.799999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.471378495,,-1.783317007,,0.220249574,,-1.840749224,,,,,,-0.324675467395346,,-5.409423563745835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1952-03-01,USA,United States,96.89239,,-1.5511399999999895,,-20.0,,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170000881,,-0.30137761399999974,,1.068534409,,0.848284835,,,,,,0.0,,-3.00000135389931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1952-04-01,USA,United States,96.66624,,-1.3033300000000025,,-26.6,,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170000881,,-0.30137761399999974,,1.068534409,,0.848284835,,,,,,-0.649350934790708,,-1.632957928792102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1952-05-01,USA,United States,97.04172,,-0.35232000000000596,,-21.0,,-4.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.170000881,,-0.30137761399999974,,1.068534409,,0.848284835,,,,,,-0.970874211801085,,-0.6461987444057391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1952-06-01,USA,United States,97.95605,,1.0636599999999987,,-13.4,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.601420952,,-1.5685799290000002,,0.215396694,,-0.8531377149999999,,,,,,-0.974026402186071,,-0.974026402186071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1952-07-01,USA,United States,99.20959,,2.5433500000000038,,-3.4,,23.200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.601420952,,-1.5685799290000002,,0.215396694,,-0.8531377149999999,,,,,,0.0,,0.649350934790708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1952-08-01,USA,United States,100.4031,,3.361379999999997,,20.8,,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.601420952,,-1.5685799290000002,,0.215396694,,-0.8531377149999999,,,,,,0.0,,0.970874211801085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1952-09-01,USA,United States,100.8046,,2.848549999999989,,12.2,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.242059381,,-1.359361571,,0.721849215,,0.5064525209999999,,,,,,0.0,,0.974026402186071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1952-10-01,USA,United States,100.8679,,1.6583100000000002,,12.4,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.242059381,,-1.359361571,,0.721849215,,0.5064525209999999,,,,,,-1.29032314418286,,-1.29032314418286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1952-11-01,USA,United States,100.8671,,0.46399999999999864,,13.6,,-7.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.242059381,,-1.359361571,,0.721849215,,0.5064525209999999,,,,,,-1.61290393022858,,-1.61290393022858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1952-12-01,USA,United States,100.8561,,0.05150000000000432,,11.6,,-0.5999999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.367836947,,3.125777566,,3.284215711,,2.562366496,,,,,,-2.26537316086919,,-2.26537316086919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1953-01-01,USA,United States,100.8032,,-0.06470000000000198,,18.8,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.367836947,,3.125777566,,3.284215711,,2.562366496,,,,,,-1.62337733697678,,-0.3330541927939201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1953-02-01,USA,United States,100.3788,,-0.4882999999999953,,10.8,,-2.799999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.367836947,,3.125777566,,3.284215711,,2.562366496,,,,,,-1.6286652133706,,-0.015761283142020188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1953-03-01,USA,United States,99.81442,,-1.0416799999999995,,1.0,,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.191789594,,0.8239526470000005,,1.858867482,,-1.425348229,,,,,,-1.94805280437213,,0.3173203564970599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1953-04-01,USA,United States,99.43085,,-1.3723499999999973,,2.2,,-16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.191789594,,0.8239526470000005,,1.858867482,,-1.425348229,,,,,,-1.63398765106332,,-0.010610314086539896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,,,,,,,,
40,1953-05-01,USA,United States,99.10458,,-1.2742199999999997,,-2.2,,-13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.191789594,,0.8239526470000005,,1.858867482,,-1.425348229,,,,,,-1.30719012085065,,0.3214750925199501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,,,,,,,,
41,1953-06-01,USA,United States,98.78568,,-1.028739999999999,,-3.0,,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.782580163,,0.5907905690000002,,0.77293802,,-1.085929462,,,,,,-0.983606994001376,,0.9644458103707539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11,,,,,,,,
42,1953-07-01,USA,United States,98.33112,,-1.099730000000008,,-7.4,,-9.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.782580163,,0.5907905690000002,,0.77293802,,-1.085929462,,,,,,-0.974026402186071,,0.659961248877249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,,0.10000000000000009,,,,,,
43,1953-08-01,USA,United States,97.73399,,-1.3705899999999929,,-13.0,,-10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.782580163,,0.5907905690000002,,0.77293802,,-1.085929462,,,,,,-0.974026402186071,,0.33316371866457906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,,-0.09999999999999964,,,,,,
44,1953-09-01,USA,United States,97.08502,,-1.7006599999999992,,-19.6,,-16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.420760181,,-1.361819982,,-0.562677031,,-1.335615051,,,,,,-0.649350934790708,,0.3342560592106679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,-0.23999999999999977,,,,,,
45,1953-10-01,USA,United States,96.54221,,-1.7889100000000013,,-25.2,,-17.799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.420760181,,-1.361819982,,-0.562677031,,-1.335615051,,,,,,-0.326797530212672,,0.647228871973399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,,-0.27,,,,,,
46,1953-11-01,USA,United States,96.24023,,-1.4937600000000089,,-26.2,,-13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.420760181,,-1.361819982,,-0.562677031,,-1.335615051,,,,,,-0.327868998000453,,0.646157404185618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,,-0.27,,,,,,
47,1953-12-01,USA,United States,96.20576,,-0.8792600000000022,,-28.8,,-9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523348844,,-4.897411337,,-1.51394063,,-0.951263599,,,,,,0.33112597626192,,0.980476911052628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,-0.28000000000000025,,,,,,
48,1954-01-01,USA,United States,96.54741,,0.005200000000002092,,-25.2,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523348844,,-4.897411337,,-1.51394063,,-0.951263599,,,,,,0.660066301538912,,0.986863831751584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,,-0.18000000000000016,,,,,,
49,1954-02-01,USA,United States,97.19883,,0.9586000000000041,,-18.6,,7.599999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.523348844,,-4.897411337,,-1.51394063,,-0.951263599,,,,,,0.662251952523859,,0.990120950524312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,,-0.20999999999999996,,,,,,
50,1954-03-01,USA,United States,97.98049,,1.7747300000000052,,-10.6,,18.200000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.782902464,,-2.306251308,,-0.478023888,,1.035916742,,,,,,0.33112597626192,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,-0.21999999999999975,,,,,,
51,1954-04-01,USA,United States,98.68777,,2.140360000000001,,-4.6,,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.782902464,,-2.306251308,,-0.478023888,,1.035916742,,,,,,1.32890425222649,,0.668837950687578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,,-0.18999999999999995,,,,,,
52,1954-05-01,USA,United States,99.20573,,2.0069000000000017,,0.2,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.782902464,,-2.306251308,,-0.478023888,,1.035916742,,,,,,0.993377928785779,,0.33112597626192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,,-0.10000000000000009,,,,,,
53,1954-06-01,USA,United States,99.47424,,1.4937499999999915,,4.2,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.43000905,,-0.6471065859999998,,0.108992196,,0.587016084,,,,,,0.33112597626192,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,,0.009999999999999787,,,,,,
54,1954-07-01,USA,United States,99.50774,,0.8199699999999979,,3.4,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.43000905,,-0.6471065859999998,,0.108992196,,0.587016084,,,,,,0.0,,-1.32890425222649,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,2.3,,0.009999999999999787,,,,,,
