,Date,ISO3,Country,BCI,BCI σ,BCI Δ,BCI Δ σ,Manufacturing: Confidence Index,Manufacturing: Confidence Index σ,Manufacturing: Confidence Index Δ,Manufacturing: Confidence Index Δ σ,Manufacturing: New Orders Index,Manufacturing: New Orders Index σ,Manufacturing: New Orders Index Δ,Manufacturing: New Orders Index Δ σ,Manufacturing: New Orders Inflows Index,Manufacturing: New Orders Inflows Index σ,Manufacturing: New Orders Inflows Index Δ,Manufacturing: New Orders Inflows Index Δ σ,Manufacturing: New Export Orders Index,Manufacturing: New Export Orders Index σ,Manufacturing: New Export Orders Index Δ,Manufacturing: New Export Orders Index Δ σ,Manufacturing: Production Index,Manufacturing: Production Index σ,Manufacturing: Production Index Δ,Manufacturing: Production Index Δ σ,Manufacturing: Employment Index,Manufacturing: Employment Index σ,Manufacturing: Employment Index Δ,Manufacturing: Employment Index Δ σ,Manufacturing: Capacity Utilisation Index,Manufacturing: Capacity Utilisation Index σ,Manufacturing: Capacity Utilisation Index Δ,Manufacturing: Capacity Utilisation Index Δ σ,Non-Manufacturing: Order Intentions & Demand Index,Non-Manufacturing: Order Intentions & Demand Index σ,Non-Manufacturing: Order Intentions & Demand Index Δ,Non-Manufacturing: Order Intentions & Demand Index Δ σ,Non-Manufacturing: Business Activity Index,Non-Manufacturing: Business Activity Index σ,Non-Manufacturing: Business Activity Index Δ,Non-Manufacturing: Business Activity Index Δ σ,Non-Manufacturing: Employment Index,Non-Manufacturing: Employment Index σ,Non-Manufacturing: Employment Index Δ,Non-Manufacturing: Employment Index Δ σ,Non-Manufacturing: Raw Material Stocks Index,Non-Manufacturing: Raw Material Stocks Index σ,Non-Manufacturing: Raw Material Stocks Index Δ,Non-Manufacturing: Raw Material Stocks Index Δ σ,CCI,CCI σ,CCI Δ,CCI Δ σ,Consumer: Confidence Index,Consumer: Confidence Index σ,Consumer: Confidence Index Δ,Consumer: Confidence Index Δ σ,Consumer: Future Confidence Index,Consumer: Future Confidence Index σ,Consumer: Future Confidence Index Δ,Consumer: Future Confidence Index Δ σ,Consumer: Price Confidence Index,Consumer: Price Confidence Index σ,Consumer: Price Confidence Index Δ,Consumer: Price Confidence Index Δ σ,GDP,GDP σ,GDP Δ,GDP Δ σ,GDP Q,GDP Q σ,GDP Q Δ,GDP Q Δ σ,CLI,CLI σ,CLI Δ,CLI Δ σ,PPI,PPI σ,PPI Δ,PPI Δ σ,CPI,CPI σ,CPI Δ,CPI Δ σ,CPI M,CPI M σ,CPI M Δ,CPI M Δ σ,Unemployment,Unemployment σ,Unemployment Δ,Unemployment Δ σ,M1 Money Supply,M1 Money Supply σ,M1 Money Supply %Δ 1Y,M1 Money Supply %Δ σ,M1 Money Supply %Δ,M3 Money Supply,M3 Money Supply σ,M3 Money Supply %Δ 1Y,M3 Money Supply %Δ σ,M3 Money Supply %Δ,Base Yield,Base Yield σ,Base Yield Δ,Base Yield Δ σ,3m Yield,3m Yield σ,3m Yield Δ,3m Yield Δ σ,10y Yield,10y Yield σ,10y Yield Δ,10y Yield Δ σ,Stock Market,Stock Market σ,Stock Market %Δ,Stock Market %Δ σ,Stock Market %Δ 1Y
382,1981-11-01,USA,United States,96.54632,-1.8318143856801277,-1.8618799999999993,-1.3948137977807258,-27.8,-1.9786065112282147,-24.400000000000002,-1.7878381609718974,,,,,-32.58092,-2.14823836455106,-26.269273,-1.4345404794457974,,,,,-27.9046,-2.189746897856676,-26.443659999999998,-1.6280846864063907,-27.58891,-2.050333775343068,-23.147419,-2.029497853968297,74.757,-1.5443828181782406,-2.5427999999999997,-1.1668514188626609,,,,,,,,,,,,,,,,,97.58731,-0.9400600377599428,-1.0485800000000012,-1.6794882548639072,67.24648,-1.2716145032951542,-15.816369999999992,-2.3236948876637094,1.0,,-20.0,,8.8,,1.1000000000000005,,4.325765021,0.40391184361835014,1.3570643139999996,0.8543856798853002,1.19752521,0.3683513721092459,1.938588823,1.3664361715128446,97.5312,-1.401109381977766,-0.9496500000000054,-1.0706301412030577,7.22891545649964,-0.45988572290601837,-0.6951916993300999,-0.45345247430777963,9.59064327485381,0.3668555942279412,-1.213678453837689,-1.3381495301955426,0.321199143468952,-1.0511046277214153,-0.44299299626902794,-1.1378296526789209,8.3,1.5007636251160104,0.9000000000000004,1.8149812913974104,14.27323,1.889151432724419,5.015855497921495,-0.6442237718350097,1.0307475928341692,14.41331,1.9010236754947702,8.791849957580178,0.23227516397448314,2.467105730868413,13.31,1.0965939779446978,-4.51,-2.108359401730321,12.48,0.944716091190646,-5.48,-2.6407669159449343,13.39,2.1082438549291713,-1.549999999999999,-2.561460222203647,7.080006,1.5703352392021999,-4.983809684342533,-0.8525623075024121,-8.513059362052278
383,1981-12-01,USA,United States,96.45123,-1.8351300671319508,-1.2354800000000097,-0.8906882481909019,-24.4,-1.7531694423858601,-9.399999999999999,-0.6451693472445461,,,,,-16.99995,-1.3573694787953412,-2.9039499999999983,-0.10458929236335154,,,,,-22.21005,-1.830787303449253,-10.047569999999999,-0.5723999139549989,-31.18269,-2.2303553316505713,-9.164390000000001,-0.7662288117424987,73.3678,-1.8275180698816649,-3.4495000000000005,-1.562617786667005,,,,,,,,,,,,,,,,,97.54023,-0.9619326032561148,-0.8229700000000122,-1.2817950391632364,69.18318,-1.0832063108247143,-9.468300000000013,-1.3439515240994253,2.0,,-10.0,,6.5,,-2.1999999999999993,,1.299901157,-0.6721977826086396,-3.0258638639999997,-1.9253382377744714,-1.089564087,-1.5960100405696378,-2.287089297,-1.6000832324881433,97.24246,-1.5136001602158173,-0.9311100000000039,-1.030838267223512,7.0883312482913,-0.506943824796866,-0.8357759075384399,-0.5262005054901372,8.92236384704519,0.14407919521819917,-2.0300171053358103,-2.090388920815027,0.320170757737447,-1.0466333191243131,-0.6549104990339549,-1.6368024101389524,8.5,1.6401238155161493,0.9000000000000004,1.7748786344600953,14.45193,1.9380238161355148,6.903331609793573,0.7340380812750317,2.2716850707526604,14.57437,1.9241692012609752,9.732467080719154,0.776424108671925,2.901488482301584,12.37,0.8521539353335508,-3.5,-1.6370174788541088,12.49,0.9316109628519258,-4.35,-2.070402355978603,13.72,2.192778871225027,-1.5999999999999996,-2.548271257813779,7.111047,1.5722639669873124,5.027010564959178,-0.701145564570624,-6.364129073647007
384,1982-01-01,USA,United States,96.48802,-1.7753979480163813,-0.5247799999999927,-0.32664645076241494,-23.6,-1.673268719835559,-3.6000000000000014,-0.19991566577046077,,,,,-19.55444,-1.4539944614390057,-2.38711,-0.07137068456399343,,,,,-22.60264,-1.810634794452358,-2.394020000000001,-0.07817563384595604,-30.52163,-2.1244963534070926,-5.983499999999999,-0.4698376694101705,71.413,-2.205835937590076,-4.477400000000003,-1.9947543392691183,,,,,,,,,,,,,,,,,97.64968,-0.8595363508936998,-0.3079999999999927,-0.4069125565751183,76.39201,-0.4341426887010219,0.7531699999999972,0.21043321876736554,14.0,,8.0,,6.4,,-1.9000000000000004,,1.299901157,-0.6623134770344598,-3.0258638639999997,-1.879396225970059,-1.089564087,-1.5711883786388596,-2.287089297,-1.5744736446075254,96.97056,-1.612531954100469,-0.8793499999999881,-0.9523483605448355,6.45161355346162,-0.6801059092885756,-1.0209138209690503,-0.6224492866381689,8.39080459770114,-0.038479368919493294,-1.7507048362611606,-1.791725021447017,0.319148936170214,-1.0691628264074882,0.104556661492102,0.2514409863788233,8.6,1.6891231345130957,0.6999999999999993,1.3312271602778836,14.65049,1.993358477568658,7.634284891443621,1.8838533103259318,3.338023946816193,14.69807,1.9316502385412242,10.174818674910124,0.6759991444092911,2.822606314696685,13.22,1.0435547778495917,-1.8599999999999994,-0.9143718190856607,13.51,1.1776884446301874,-1.8800000000000008,-0.9459168774564584,14.59,2.4878142317852956,-0.5600000000000005,-1.0682310029159177,6.725087,1.1437524449054666,-2.1522729551071706,-0.9845305859364243,-10.931084596362773
385,1982-02-01,USA,United States,96.48984,-1.7349035737277263,-0.056479999999993424,0.04789946743332875,-23.4,-1.6277869033495704,4.400000000000002,0.4156287511556445,,,,,-24.62881,-1.6651140439699343,7.952109999999998,0.5229946258545878,,,,,-20.17109,-1.6455596010684383,7.733509999999999,0.5802929984906648,-28.55993,-1.9457846937552852,-0.9710200000000029,-0.010779321449596816,73.2792,-1.7517043602545013,-1.477800000000002,-0.5930332376557389,,,,,,,,,,,,,,,,,97.55932,-0.9180990424239638,-0.027990000000002624,0.0764427635793807,71.55025,-0.8519495624551039,4.30377,0.756402787171378,6.0,,5.0,,6.4,,-2.4000000000000004,,1.299901157,-0.6525064167342529,-3.0258638639999997,-1.8357476909270607,-1.089564087,-1.5471183147642456,-2.287089297,-1.549660037867798,96.69679,-1.7075897166255258,-0.8344100000000054,-0.8829530594106383,5.54371026279436,-0.9223648813948975,-1.6852051937052792,-0.977632787921528,7.62229806598407,-0.2992181691522999,-1.9683452088697413,-1.94834241333288,0.318133616118771,-1.064503400086133,-0.0030655273501810076,-0.007327050464785636,8.9,1.898559584032152,0.5999999999999996,1.103430770327105,14.62402,1.9380999401872179,6.533315655509719,0.9030547478408061,2.457677764598487,14.73211,1.9046589023315919,9.625006697106265,-0.08640080514149336,2.211844468758395,14.78,1.4032929911714038,1.4699999999999989,0.5393851136705018,15.0,1.5384391451140167,2.5199999999999996,1.0300090118533374,14.43,2.3464726818747366,1.0399999999999991,1.1647070575455065,6.552295,0.9496983083787252,-7.453538881181743,-0.9104962146922412,-9.999891488271329
386,1982-03-01,USA,United States,96.41527,-1.7313869148661698,-0.03595999999998867,0.06905856142724179,-26.4,-1.7458327380074101,-2.0,-0.06769103594660036,,,,,-18.01551,-1.3225473268681007,-1.0155600000000007,0.013769941004122852,,,,,-26.74606,-1.9508528026094598,-4.536010000000001,-0.20631250642650006,-35.76527,-2.3324096781529535,-4.58258,-0.32818886809160636,72.5891,-1.8581773436617306,-0.7787000000000006,-0.25563604302961623,,,,,,,,,,,,,,,,,97.4258,-1.0111901099697829,-0.1144299999999987,-0.06641368194777342,66.70851,-1.266504022506257,-2.474669999999989,-0.27601325585217706,2.0,,0.0,,5.8,,-0.7000000000000002,,-2.190348982,-1.8566878489567178,-3.4902501390000005,-2.0747239197920053,-1.553544479,-1.8929674784864197,-0.46398039199999985,-0.2858144315349091,96.45082,-1.7853547155119838,-0.791640000000001,-0.816216569756525,4.21940893968155,-1.2701000404248552,-2.8689223086097497,-1.6048331204080333,6.77966101694915,-0.5871774784677132,-2.1427028300960407,-2.054580511516131,-0.105708245243129,-2.225353222536907,-0.425879002980576,-1.0632608185410597,9.0,1.933491304762555,0.5,0.8810280404004115,14.65049,1.9102727419271854,5.656280244450884,-0.28206050563480006,1.3739341389004789,14.83174,1.9032273679046041,9.159248560231115,-0.6380457595287061,1.7659082347984745,14.68,1.3554534851727214,2.3100000000000005,0.8968405497888559,14.21,1.3109025951432758,1.7200000000000006,0.6591526698017831,13.86,2.0546692005717055,0.1399999999999988,-0.09292503818449634,6.324361,0.7036339117760003,-11.062871613701898,-1.308323546068838,-16.470940176584403
387,1982-04-01,USA,United States,96.36896,-1.714790112672416,-0.1190600000000046,0.0060621172579175125,-24.4,-1.6074754701504224,-0.7999999999999972,0.023876108792030705,,,,,-22.90976,-1.5267697915860565,-3.355319999999999,-0.11926327927034805,,,,,-18.86173,-1.5012735286913907,3.7409099999999995,0.32195421826863674,-38.46737,-2.4184467073999594,-7.945740000000004,-0.6235776906424569,71.8847,-1.9592307271886211,0.47169999999999845,0.3364872772204843,,,,,,,,,,,,,,,,,97.46375,-0.9648546752224926,-0.18592999999999904,-0.18677396813555988,70.47431,-0.9124692782591776,-5.917699999999996,-0.7997574371357989,4.0,,-10.0,,5.1,,-1.3000000000000007,,-2.190348982,-1.8143486146361898,-3.4902501390000005,-2.027280916895244,-1.553544479,-1.8490210299908916,-0.46398039199999985,-0.27535029846435327,96.28026,-1.8251327276898277,-0.6903000000000077,-0.6777522573480678,3.23928980325226,-1.527578375749003,-3.2123237502093596,-1.7578302712331813,6.50953984287317,-0.69066124813874,-1.8812647548279697,-1.7753805761943133,0.423280423280425,-0.7548273039129701,0.10413148711021097,0.2683134278896935,9.3,2.1229004803742417,0.7000000000000011,1.2752442134215722,14.7961,1.9395783401723037,4.60925215778103,-0.6910118243220253,0.9938916718826407,14.97619,1.918329825810319,8.721019711242505,-0.4676812953278837,1.8922212236028413,14.94,1.3945968551058276,1.7199999999999989,0.6329661375813989,14.44,1.347050732588125,0.9299999999999997,0.3016027486803077,13.87,2.0079653394421055,-0.7200000000000006,-1.2746294542165564,6.631616,1.0190997702440192,-1.3898853650517795,-1.1133053336074772,-13.709899356651311
388,1982-05-01,USA,United States,96.34004,-1.6908573850465647,-0.14979999999999905,-0.01713334315240766,-29.0,-1.8027123495617678,-5.600000000000001,-0.33721206431103773,,,,,-25.24128,-1.6069191772081317,-0.6124699999999983,0.03995151765098971,,,,,-26.63572,-1.870551504428072,-6.46463,-0.3304816257361021,-44.37836,-2.6739975050662257,-15.81843,-1.3138853277114617,71.5995,-1.9680899645015162,-1.6796999999999969,-0.6655757071874763,,,,,,,,,,,,,,,,,97.53379,-0.8930903175350288,-0.025530000000003383,0.08690816578337333,72.6262,-0.7049539091730423,1.0759499999999917,0.2661412260445063,19.0,,13.0,,4.8,,-1.6000000000000005,,-2.190348982,-1.773980855275697,-3.4902501390000005,-1.9822424047934926,-1.553544479,-1.8072028198591,-0.46398039199999985,-0.264821646756789,96.20182,-1.8217290515804245,-0.494969999999995,-0.4244050228140586,3.01769016346472,-1.5889656781888448,-2.5260200993296404,-1.367410499354817,6.68151447661469,-0.6509112722169978,-0.9407835893693797,-0.9191431055547689,0.948366701791363,0.7053733148900138,0.630233085672592,1.5564903099229732,9.4,2.142993465620189,0.5,0.8505234399551248,14.78287,1.8931424853491674,5.180148290869813,-0.5834713467993579,1.0862266326222336,15.07167,1.9143844317055716,9.085441276628693,0.05931244175399883,2.304897261831451,14.45,1.2532768650658168,-0.33000000000000007,-0.2608106494371575,13.8,1.1617513600785998,-1.1999999999999993,-0.6506113277509438,13.62,1.8630079681578584,-0.8100000000000005,-1.3785928148273294,6.641652,1.0191862656772062,1.3637511742068842,-0.994507707921278,-12.080753333481598
389,1982-06-01,USA,United States,96.47254,-1.595525675798206,0.057269999999988386,0.1450659511148881,-23.4,-1.4872724387917955,3.0,0.3143657198613648,,,,,-16.98068,-1.1939962980322678,1.0348299999999995,0.1312272703012571,,,,,-20.05047,-1.495756824191769,6.695589999999999,0.5107879417155888,-39.44304,-2.3040761857550676,-3.6777700000000024,-0.21493020809519073,71.4111,-1.9563409553039801,-1.1779999999999973,-0.4222719782868186,,,,,,,,,,,,,,,,,97.52887,-0.8841669826871668,0.10307000000000244,0.3089681120957943,70.6895,-0.8681694381313796,3.9809899999999914,0.7083029053736916,11.0,,9.0,,5.8,,0.0,,-1.010568147,-1.3445223243180324,1.179780835,0.787461083512847,0.456198515,-0.15234485511178195,2.009742994,1.4416421833126598,96.22166,-1.7749762973964192,-0.22915999999999315,-0.08532099337509956,3.42323587012095,-1.4894713961156052,-0.7961730695606,-0.43573341661565274,7.06401766004414,-0.5434718184390723,0.2843566430949904,0.17500438002127636,1.25260960334028,1.5347872195282333,1.358317848583409,3.192001638872457,9.6,2.2358821611403337,0.5999999999999996,1.0405389749903275,14.80934,1.8673460148348204,5.244628269497942,-0.5869531451294194,1.0842640758090827,15.15967,1.907630028013708,9.321678831011404,-0.06034742345227988,2.211001541289148,14.15,1.160389981443042,-0.5299999999999994,-0.3441054101560157,14.46,1.3106619363512726,0.25,0.0035656065354266356,14.3,2.0837438087531632,0.4400000000000013,0.33766331957756734,6.248705,0.6034222616193713,-1.1962631481662656,-1.338877112387993,-17.834999261676654
390,1982-07-01,USA,United States,96.57883,-1.5159889191765028,0.20986999999999512,0.2645474697124356,-23.2,-1.448982914096855,1.1999999999999993,0.1775612963588498,,,,,-20.89095,-1.3544159662540387,2.0188099999999984,0.18881771113925444,,,,,-15.09948,-1.2168506189615895,3.7622500000000016,0.32306691116942976,-40.05,-2.267617785226318,-1.5826299999999947,-0.030695345182492288,71.2073,-1.947725055429503,-0.6773999999999916,-0.1849807743180989,,,,,,,,,,,,,,,,,97.54662,-0.8572737635682643,0.08286999999999978,0.2808031308282146,70.36671,-0.8863412880152113,-0.10760000000000502,0.094139890840961,8.0,,4.0,,5.9,,0.8000000000000007,,-1.010568147,-1.3203958798397706,1.179780835,0.792721060020706,0.456198515,-0.1409616246071356,2.009742994,1.4209501023884796,96.32742,-1.6926927842019068,0.0471600000000052,0.2653066672905598,3.61197054632204,-1.4417428558986767,0.37268074306977983,0.19355133796119067,6.44104803493449,-0.7757119120944831,-0.06849180793867937,-0.14685452928420548,0.515463917525775,-0.5384185205817876,0.09218349424535005,0.1845934627973505,9.8,2.320271354276638,0.5,0.8230797254087739,14.82589,1.8377545550987857,4.942661922292579,-1.5397246443496975,0.2013368387615566,15.20533,1.8853496060056885,8.894648415064022,-0.9129168622787995,1.5300286655016926,12.59,0.7643696981085922,-2.3499999999999996,-1.1255211651273112,13.44,1.028844271971255,-1.0,-0.554123827681603,13.95,1.899622229303558,0.08000000000000007,-0.15973551630620722,6.221205,0.570795066931227,-6.188702723438755,-1.2158253007225013,-16.213302777314254
391,1982-08-01,USA,United States,96.63467,-1.4623188354105792,0.29462999999999795,0.33286401348903905,-23.4,-1.4317414649848803,5.600000000000001,0.5089355915431715,,,,,-19.41825,-1.2628802895915703,5.823029999999999,0.40066562585771215,,,,,-20.1772,-1.4536499468620077,6.45852,0.4893214791373999,-36.97654,-2.0372659531399653,7.401820000000001,0.7758317735300126,70.4797,-2.039139037763104,-1.1198000000000121,-0.3861384823971818,,,,,,,,,,,,,,,,,97.67607,-0.7350851011848485,0.14227999999999952,0.38522982840185366,70.36671,-0.8741549585405533,-2.2594899999999996,-0.2295845138271946,8.0,,-11.0,,6.3,,1.5,,-1.010568147,-1.2969342966034232,1.179780835,0.7980255933027611,0.456198515,-0.12943183570980554,2.009742994,1.400793486992371,96.50483,-1.5826050428974117,0.30301000000000045,0.5890501256714848,4.0330916641203,-1.3380648243073143,1.0154015006555799,0.5367213278006976,5.85048754062838,-1.0002052075844619,-0.8310269359863103,-0.8290720009759839,0.205128205128206,-1.408891282561538,-0.7432384966631569,-1.7653899992485202,9.8,2.2517178859616553,0.40000000000000036,0.6090928355079023,14.93841,1.8533699828621166,5.739116524309473,-0.5960239690337954,1.0521637543995155,15.31907,1.888494089168597,8.906334866076882,-0.75753812048133,1.6414902927147423,10.12,0.14676856978592975,-4.33,-1.9392344257632388,10.61,0.28228650077696327,-3.1900000000000013,-1.5108224856129684,13.06,1.5184617882351394,-0.5599999999999987,-1.029152744417413,6.230021,0.5779790377487538,-6.1977200853040815,-1.2060415025034634,-16.390909696045085
392,1982-09-01,USA,United States,96.69525,-1.409637640945902,0.2227100000000064,0.2831189707736188,-22.4,-1.3581215476780049,1.0,0.16739934922373292,,,,,-18.79644,-1.214662604896339,-1.815760000000001,-0.028517348233172157,,,,,-17.50753,-1.2951425630081166,2.5429400000000015,0.24289745309532965,-38.69316,-2.0778382460138127,0.7498800000000045,0.18218178074991342,70.2386,-2.0316720571050686,-1.1724999999999994,-0.4025894229025504,,,,,,,,,,,,,,,,,97.94361,-0.49076644320072244,0.414740000000009,0.8427266855616824,74.5629,-0.46396769743798383,3.8734000000000037,0.7054487466073075,17.0,,6.0,,5.3,,-0.5,,-2.555921433,-1.7784360707697073,-1.5453532859999999,-0.8186907205923464,-0.382299274,-0.8196782552074237,-0.838497789,-0.5444775826085835,96.75752,-1.443212797931778,0.5358599999999996,0.88226809619213,3.61944101610753,-1.4449261465864518,0.19620514598658012,0.10115986515573078,5.04291845493562,-1.2989247757753615,-2.02109920510852,-1.8553081114949392,0.204708290685774,-1.4077779988432326,-1.047901312654506,-2.3996676130833157,10.1,2.4010488291026424,0.5,0.8010068620484101,15.12042,1.8995227461833315,7.002374933833044,0.5641711312448183,2.1005662642629597,15.42866,1.8895837048334256,8.933153150863294,-0.5747260642555291,1.7743789937380017,10.31,0.1835571401182326,-3.84,-1.693032168330295,10.66,0.284815754529537,-3.8000000000000007,-1.743834192236197,12.34,1.213612358026652,-1.9600000000000009,-2.8222087846064245,6.952616,1.3155265844949628,11.264910089370517,-0.0029469469127590612,2.6870549563382307
393,1982-10-01,USA,United States,96.81704,-1.3332244789704586,0.23821000000000936,0.30592156740364274,-21.2,-1.2779025137135416,2.0,0.25269538517656415,,,,,-14.4894,-0.9964101434965139,6.40155,0.44497662801799037,,,,,-16.10435,-1.202661267796507,-1.0048700000000004,0.01665657295639934,-38.16511,-1.9968890960980503,1.8848899999999986,0.29472617811761526,69.3128,-2.1512558137431346,-1.8945000000000078,-0.7293652699571694,,,,,,,,,,,,,,,,,98.18349,-0.26661185969423196,0.6368700000000018,1.2012778666738606,78.97427,-0.026066619322158407,8.607560000000007,1.4048331239194303,20.0,,12.0,,5.9,,0.0,,-2.555921433,-1.7393287140604488,-1.5453532859999999,-0.8082539333444786,-0.382299274,-0.8084869519855158,-0.838497789,-0.5483409859731326,97.07949,-1.2762812617195727,0.7520700000000033,1.1509249270044668,3.47648310756629,-1.4839650188213123,-0.13548743875574987,-0.07736815824696448,5.1391862955032,-1.2803078406377273,-1.3018617394312901,-1.1969985059071437,0.306435137895813,-1.1144460972525718,-0.20902877962996202,-0.47384166289032625,10.4,2.533306704672293,0.5999999999999996,0.9913467877163783,15.37193,1.9742686134339131,8.426740023629398,2.262598758626683,3.683016668813832,15.52247,1.884607225552929,8.589823142881325,-0.15472652425922576,2.085715995641002,9.71,0.024816180780422328,-2.879999999999999,-1.2658565810237563,9.51,-0.026984578994997194,-3.9299999999999997,-1.761496871901916,10.91,0.6383065648045305,-3.039999999999999,-3.9306577276849244,7.53648,1.8797590496810297,21.141804521792796,0.4366375838614503,9.653219046726669
394,1982-11-01,USA,United States,97.10917,-1.1839266163992206,0.47450000000000614,0.5054134896088333,-21.6,-1.2807033226510591,1.7999999999999972,0.24856474161564487,,,,,-14.81328,-0.9983620342621542,4.60497,0.3480903648758394,,,,,-14.34395,-1.0970584545818922,5.83325,0.4640651756779168,-38.01827,-1.944154573568878,-1.0417300000000012,0.03480935452950641,68.8787,-2.1728693763095177,-1.600999999999999,-0.578352948405138,,,,,,,,,,,,,,,,,98.243,-0.2011622671572031,0.5669299999999993,1.064567442385986,77.57554,-0.14978664055024024,7.208830000000006,1.171487405144611,19.0,,11.0,,5.2,,-1.0999999999999996,,-2.555921433,-1.7019351213719998,-1.5453532859999999,-0.7979324454376748,-0.382299274,-0.797422233479764,-0.838497789,-0.5522263618061442,97.48232,-1.0744065406287522,0.9774900000000031,1.4227568519020881,3.67722223391811,-1.4317727371078997,-0.35586943020218964,-0.19189420670072385,4.58911419423692,-1.4850220788919326,-1.2613733463914594,-1.1419837698742197,-0.203665987780042,-2.4818840808895133,-0.40879419290824803,-0.9199084996598911,10.8,2.7185485141342554,1.0,1.7656720100406442,15.60358,2.035383378315151,9.32059526820488,2.968300811613638,4.452749656757304,15.6387,1.8875708494760775,8.501794521869034,-0.14179521063366785,2.0864843623013662,9.2,-0.11193885852447046,-0.9199999999999999,-0.43669310554611623,8.95,-0.1842597873575709,-1.6600000000000001,-0.7672934108840779,10.55,0.484500594904277,-2.51,-3.113257596672944,7.897333,2.191632299775339,26.762542212939564,0.5649448438926336,11.54415688348287
395,1982-12-01,USA,United States,97.74618,-0.8787498851305012,1.050929999999994,0.9721190394564291,-14.4,-0.9048512329467956,7.999999999999998,0.7315832549136972,,,,,-5.52384,-0.5394827110011455,13.2726,0.8386147759487943,,,,,-11.02123,-0.908688663244304,6.4863,0.5035228404229724,-26.56702,-1.3011752424417997,12.12614,1.2283234040237723,68.5876,-2.168491741705988,-1.6510000000000105,-0.5894456068048154,,,,,,,,,,,,,,,,,98.23954,-0.1934240089188798,0.29592999999999847,0.5910914673390109,77.36035,-0.16048023587345098,2.7974499999999978,0.4897569268632131,19.0,,2.0,,4.8,,-0.5,,-1.443156179,-1.3150434572446743,1.112765254,0.7801523660516081,0.039946274,-0.436565808855836,0.422245548,0.31427519324798725,97.97526,-0.830081841500588,1.2177400000000063,1.6979303740425153,3.5641553131862,-1.458881041060411,-0.05528570292133006,-0.029357807994453585,3.82978723404256,-1.761163084551553,-1.21313122089306,-1.0837514661895875,-0.408163265306124,-2.935687205418126,-0.612871555991898,-1.3627798722232523,10.8,2.623488324265873,0.7000000000000011,1.1412847800458732,15.71279,2.037758057746817,8.724509459982155,2.3469487616635236,3.9176821807859863,15.82301,1.9140719272734892,8.567368606670467,0.4921401433997532,2.5559575491325814,8.95,-0.18326489524001574,-1.3600000000000012,-0.6143772012907259,8.66,-0.26985872086260965,-2.0,-0.9030538157095819,10.54,0.4690376021974988,-1.8000000000000007,-2.211172392990671,7.951669,2.1909422162015675,14.369454605288134,0.5867275392822099,11.821353451889705
396,1983-01-01,USA,United States,98.631,-0.4534592212653703,1.8139599999999945,1.5676618774506366,-8.0,-0.565920964429006,13.2,1.1306728220988416,,,,,0.7913186,-0.21831951279987097,15.2807186,0.9458478761826595,,,,,1.520664,-0.22899839737675312,17.625014,1.2128627365054623,-24.35377,-1.168045673460516,13.811339999999998,1.3935734816308842,70.14,-1.8373292932989735,0.8272000000000048,0.6045431502868803,,,,,,,,,,,,,,,,,98.34358,-0.09072810593322099,0.16008999999999673,0.34575898232838886,75.74644,-0.3105749224331515,-3.2278299999999973,-0.44098089559318365,21.0,,1.0,,4.7,,-1.2000000000000002,,-1.443156179,-1.294194088623199,1.112765254,0.7835363552175061,0.039946274,-0.4264414265818293,0.422245548,0.3162718582927582,98.5458,-0.5453812974047697,1.466309999999993,1.961602805459645,2.22222215209015,-1.7880109420331987,-1.25426095547614,-0.6614917691894343,3.71155885471899,-1.8042163691141029,-1.4276274407842102,-1.2511470762904284,0.204918032786886,-1.3037411051225136,-0.101517105108927,-0.2088357439689882,10.4,2.2836792349389845,0.0,-0.28146813712325935,15.79222,2.026193203765791,7.7931181823952755,1.1318441168874938,2.734139434670846,16.26717,2.02952709636335,10.675551279861928,3.322994768013335,4.79756121287398,8.68,-0.25814780802862164,-1.0300000000000011,-0.46890581703010803,8.36,-0.35710600807440607,-1.1500000000000004,-0.5297103688627215,10.46,0.4259266654984725,-0.4499999999999993,-0.6409035713778323,8.244418,2.4067506739941646,9.39348342993014,1.258548914015083,22.591990259754247
