,BCI,BCI σ,BCI Δ,BCI Δ σ,Manufacturing: Confidence Index,Manufacturing: Confidence Index σ,Manufacturing: Confidence Index Δ,Manufacturing: Confidence Index Δ σ,Manufacturing: New Orders Index,Manufacturing: New Orders Index σ,Manufacturing: New Orders Index Δ,Manufacturing: New Orders Index Δ σ,Manufacturing: New Orders Inflows Index,Manufacturing: New Orders Inflows Index σ,Manufacturing: New Orders Inflows Index Δ,Manufacturing: New Orders Inflows Index Δ σ,Manufacturing: New Export Orders Index,Manufacturing: New Export Orders Index σ,Manufacturing: New Export Orders Index Δ,Manufacturing: New Export Orders Index Δ σ,Manufacturing: Production Index,Manufacturing: Production Index σ,Manufacturing: Production Index Δ,Manufacturing: Production Index Δ σ,Manufacturing: Employment Index,Manufacturing: Employment Index σ,Manufacturing: Employment Index Δ,Manufacturing: Employment Index Δ σ,Manufacturing: Capacity Utilisation Index,Manufacturing: Capacity Utilisation Index σ,Manufacturing: Capacity Utilisation Index Δ,Manufacturing: Capacity Utilisation Index Δ σ,Non-Manufacturing: Order Intentions & Demand Index,Non-Manufacturing: Order Intentions & Demand Index σ,Non-Manufacturing: Order Intentions & Demand Index Δ,Non-Manufacturing: Order Intentions & Demand Index Δ σ,Non-Manufacturing: Business Activity Index,Non-Manufacturing: Business Activity Index σ,Non-Manufacturing: Business Activity Index Δ,Non-Manufacturing: Business Activity Index Δ σ,Non-Manufacturing: Employment Index,Non-Manufacturing: Employment Index σ,Non-Manufacturing: Employment Index Δ,Non-Manufacturing: Employment Index Δ σ,Non-Manufacturing: Raw Material Stocks Index,Non-Manufacturing: Raw Material Stocks Index σ,Non-Manufacturing: Raw Material Stocks Index Δ,Non-Manufacturing: Raw Material Stocks Index Δ σ,CCI,CCI σ,CCI Δ,CCI Δ σ,Consumer: Confidence Index,Consumer: Confidence Index σ,Consumer: Confidence Index Δ,Consumer: Confidence Index Δ σ,Consumer: Future Confidence Index,Consumer: Future Confidence Index σ,Consumer: Future Confidence Index Δ,Consumer: Future Confidence Index Δ σ,Consumer: Price Confidence Index,Consumer: Price Confidence Index σ,Consumer: Price Confidence Index Δ,Consumer: Price Confidence Index Δ σ,GDP,GDP σ,GDP Δ,GDP Δ σ,GDP Q,GDP Q σ,GDP Q Δ,GDP Q Δ σ,CLI,CLI σ,CLI Δ,CLI Δ σ,PPI,PPI σ,PPI Δ,PPI Δ σ,CPI,CPI σ,CPI Δ,CPI Δ σ,CPI M,CPI M σ,CPI M Δ,CPI M Δ σ,Unemployment,Unemployment σ,Unemployment Δ,Unemployment Δ σ,M1 Money Supply,M1 Money Supply σ,M1 Money Supply %Δ 1Y,M1 Money Supply %Δ σ,M1 Money Supply %Δ,M3 Money Supply,M3 Money Supply σ,M3 Money Supply %Δ 1Y,M3 Money Supply %Δ σ,M3 Money Supply %Δ,Base Yield,Base Yield σ,Base Yield Δ,Base Yield Δ σ,3m Yield,3m Yield σ,3m Yield Δ,3m Yield Δ σ,10y Yield,10y Yield σ,10y Yield Δ,10y Yield Δ σ,Stock Market,Stock Market σ,Stock Market %Δ,Stock Market %Δ σ,Stock Market %Δ 1Y
GDP,0.48730064867307915,0.48519121443922736,-0.30707443519848276,-0.24259873113795585,0.47001232157329526,0.4666435993702331,-0.27030800342470546,-0.21806796054062275,0.28898093482956405,0.31212528015841823,-0.222911586653557,-0.3112119495972497,0.3562553458023269,0.3173694118796775,-0.2984363101723304,-0.2765840413622642,0.18985008733092695,0.26264011819694316,-0.17370454475166142,-0.20865711985761082,0.4008863297351876,0.3547436520926614,-0.29357565770751765,-0.27087976844824263,0.5253383944833537,0.5339747837967839,-0.18569021501907237,-0.14865331212685684,0.5719977261703444,0.4861203517051463,0.17814153687231626,0.09386874012830963,0.3759758724858242,0.2686544396122607,-0.24960347728279997,-0.2702701900044667,0.3496894742131091,0.2663524209779176,-0.24826883750717796,-0.2549611891142183,0.4122247986031149,0.3400422476308822,-0.05964053749551596,-0.07995467274582449,0.15472801345661918,0.2085509013105934,-0.18592807323416263,-0.20160642377733082,0.49506564507245426,0.39047200106789165,-0.12692498186887613,-0.17149500413314026,0.4854333539233995,0.3837609089225067,-0.10811321649607235,-0.1482187569689227,-0.06742841870996083,-0.14101942793288827,-0.23551307020382375,-0.16452878092712986,0.09735503284169919,0.13286374357276057,0.16010927069082942,0.11053317197518031,1.0,0.8978491292071656,0.31474465959236086,0.29664121641162766,0.5361029238617805,0.5069269108866656,-0.04661653326718516,0.03443525832998619,0.6911776352875094,0.6240858347579876,-0.2112446534451587,-0.15669317622297807,0.06810135935571332,0.13652970231234135,0.16377149791134316,0.1966375843272039,-0.08221227427189551,0.09767233776420792,0.25300757180473316,0.289501002180833,0.00822668077383154,0.047477290067203824,0.010539472739184144,0.02276322880683846,-0.3960535934593139,-0.4734388765136052,-0.21699473025098387,-0.37903300585589184,-0.13665990052386123,-0.25840361665440537,-0.31033782935913606,-0.21794208928302802,-0.22277385005472186,-0.26093904612259083,0.05097983494131693,-0.06757426364885953,-0.11302032223881776,-0.13890794098097184,0.10497095699582737,0.16173710647282383,0.21057961500978353,0.2386541469627048,0.12105646595503418,0.026264141369446853,0.20946741991488038,0.27291967006902307,0.08899169750198865,0.1797608203231465,0.0821843219109728,0.07287880234088155,-0.18221573157131982,0.34178495436110223,-0.1048148678937355,0.2480952424296019,0.26370459254248485
GDP σ,0.5268327333034418,0.5411444781673342,-0.17074743684693697,-0.21534019369440802,0.5077252608344991,0.5192030719836344,-0.15651851829632243,-0.1917994361814813,0.35338038571526215,0.36428108988726654,-0.17942794816673052,-0.25336489573559834,0.398094808568767,0.3785349456022155,-0.2479907624599542,-0.2540109872843087,0.2405886951842656,0.28625598176327666,-0.13392958191039742,-0.16105966844694178,0.4311888457244984,0.41645105193545073,-0.2360623770395033,-0.24308000986418046,0.5736094940771964,0.6113647430448159,-0.09542918881452751,-0.10243790194674417,0.4155963928129179,0.6040020036164483,0.23369537850773944,0.1740476153915903,0.4860637936580474,0.41654826810406415,-0.19929474497074812,-0.20380188157970583,0.4592807560840338,0.39978409356921213,-0.21078817416843076,-0.19911399329903054,0.5241326602490286,0.5233585233344388,0.03259087910265502,0.03237082400562809,0.2382558420143335,0.213667602785381,-0.18470150635649513,-0.18759720342908245,0.4702976060808959,0.5166894240895339,-0.023173323944320524,-0.07475959323305931,0.4613239231567846,0.5078507031305279,-0.026828019396692646,-0.07185756063731302,-0.07962715700991888,-0.1453247783385108,-0.22413090008630746,-0.1803647259115314,0.07610246146898982,0.13127276467879792,0.13743480447175535,0.09339465372207122,0.8978491292071656,1.0,0.3907950511437217,0.40318154362715203,0.5574623284190149,0.6414316709613372,0.055962120580784896,0.10646825694836977,0.6640498867879324,0.6723119706319536,-0.09320969905709495,-0.06483779420945922,0.04898372246884019,0.07057876527159028,0.16851419993722483,0.20022834013955662,-0.09812219336925443,0.019810749363748506,0.25668292601683346,0.29073096013048494,-0.004490787370345092,-0.0031582382743548503,-0.008941661531848319,0.011423783341363935,-0.3135483462381871,-0.47533902630480096,-0.2976864604658729,-0.5029932804187903,-0.027309527705125694,-0.30354055257389284,-0.32608227480389773,-0.3090298865554812,-0.33281564413828185,-0.027676636291088904,0.0012984257656360318,-0.14730633145325223,-0.16992492287180755,-0.24261659663463525,0.007640880774184817,0.1273129865238771,0.2079479022949093,0.31051908757694485,0.011703425942668622,0.11060050289485412,0.21787668142412867,0.36962029418722137,0.016211394023835826,0.07454410709543642,0.08183021638939614,0.08581324702025805,0.01598157150341237,0.3854167728862648,-0.00713803477583616,0.3900952843080041,0.3613648155892702
GDP Δ,0.41698513332993253,0.3244172402505763,0.17267336040425518,0.12991895455542118,0.40138382429244834,0.30046927847142724,0.12631199539209106,0.07273214869225779,0.2662627688802838,0.2903269462663908,0.043905653713091734,0.00633379518497132,0.37518289595017906,0.3511383216080989,-0.00905225369683898,0.0014280734916770638,0.24014986445942427,0.2659386603854642,0.045982544035836626,0.03805497555208287,0.37077510394446983,0.3351699424349919,3.42773624015023e-05,-0.005322354571098736,0.2756816682391732,0.23717998042784613,0.1455060244678975,0.1266049653484445,-0.02697106840627248,0.09673096201235783,0.22579852615476523,0.21035738839337828,0.12888215552087548,0.12105276639014419,-0.13815245462205616,-0.1477009832897404,0.13031563098348584,0.1250879999197895,-0.1498619512164151,-0.14111893260199032,0.0654190485162754,0.10324608645333798,0.024619068247336128,0.0388208607857885,0.051166754271533166,0.07714212186487386,-0.14914550529288514,-0.1294867694210248,0.13751770867629542,0.16512245740506526,0.16728343913009683,0.16105139915670727,0.13337675887897668,0.1601168765710332,0.11236381562985043,0.10607838415888202,0.2254862676466283,0.13650141324796036,-0.04263681960919318,-0.025486250068092735,-0.06682174547757386,-0.001483803309798067,0.10794687412883386,0.08097846755748515,0.31474465959236086,0.3907950511437217,1.0,0.9189462931526012,0.7071000267293729,0.6285060848481215,0.46356271682005873,0.48043113412266397,0.31524876502454213,0.2844993728487935,0.27177836767070385,0.24832705669711394,-0.053888647619642877,-0.03417383360159351,0.16919132701664064,0.1486418655951185,-0.08976489207769614,-0.0843129821487288,0.05501378136224009,0.0763232690878608,-0.05431053358988371,-0.047492531763443445,-0.0281867772435444,-0.016453818096342606,0.04997053983617706,0.041347594245180766,-0.2234614911533392,-0.2486677989467514,-0.0024919452560432935,-0.03828592749100687,-0.009062580305947,-0.16112372949569811,-0.2507337779975774,-0.010643473121729996,0.03220738210961112,0.09320597200764383,-0.07452880910847699,-0.08785125830354201,-0.0752150948310476,-0.11576019617153616,0.09630232255574163,0.07737766309474967,-0.06537598704018883,-0.09700515580567219,0.08892613282061887,0.15053381215449382,0.008132902350290927,-0.011238357022943719,0.12828202216104564,0.0803452676936661,0.0044316522260272094,0.11508398115213433,0.0767086977124739,0.32560372063798426,0.3443031408235693
GDP Δ σ,0.33659415861068265,0.3892249035149038,0.2290682395825609,0.21470793964687412,0.3213182491070139,0.36732702108507626,0.1687829201302301,0.15673917415854208,0.37631121746562063,0.39395602831594373,0.10960498840259263,0.05099490167061125,0.41244707040247996,0.4310261739526395,0.037596429583469024,0.054334032316668536,0.3521855136585308,0.400456040763538,0.10561718462201794,0.09601988519272008,0.408781920844883,0.4219650043306403,0.0498645966474963,0.059795546006503233,0.27577498248056603,0.3093102721644708,0.214017579340437,0.2210147118129977,-0.00819087982894375,0.165827232268459,0.3153192261652118,0.35919475403234,0.2338295304038604,0.23212780959764587,-0.06335852509316413,-0.09639061933993089,0.23699402825581053,0.24137219037624089,-0.07985300026774998,-0.0868966471355524,0.13070180514760232,0.23596944737600756,0.14319516563909607,0.16578125128132723,0.06926071810814324,0.1268543651787714,-0.12754507995763859,-0.1020846370516724,0.13271228019112713,0.1593254017759244,0.2216080470443338,0.21750596206222778,0.1285231532941513,0.1540917041894441,0.156142254832725,0.15077974912674086,0.2086107730977916,0.12570833949809612,-0.058078648026981,-0.05296501278880455,-0.04557424006433795,-0.003465904608940491,0.120721354204675,0.09650536292110003,0.29664121641162766,0.40318154362715203,0.9189462931526012,1.0,0.6984730211443614,0.7268276703908636,0.48567653341964806,0.5517991366862428,0.3072037588630719,0.34312797657634636,0.34365015596062853,0.37103016575455827,-0.013573253315181295,-0.04209889243562096,0.229038841197243,0.20465578816371235,-0.076172518682642,-0.0908995534002162,0.12687565228891678,0.10526997753868796,-0.0252010371542738,-0.042044779956485874,-0.021249902510021554,-0.004586560065855938,0.07018314673580069,0.051128367226804465,-0.2695605897751061,-0.34022347915876117,-0.022325122036831967,-0.06297452323409176,-0.06945120954504279,-0.23494344026271954,-0.33522351906110104,-0.028288850473254724,-0.02181328975839953,0.02379918007654329,-0.18028865752752737,-0.21364489864125746,-0.07005053564429489,-0.14104544725264542,0.089549316497347,0.13934199938635353,-0.06912503671887607,-0.12228363297445215,0.11128518063408457,0.24903893599310314,0.027114526756526727,0.02454712505623326,0.15912430991141763,0.13917965086080258,-0.01306115430424704,0.11114905386905313,0.11766914965305283,0.3808224681954985,0.36380832478173636
GDP Q,0.5091091175068978,0.4413293063172617,0.03945217455965829,0.030686806718194234,0.488225597016556,0.41355921354857517,0.0024520011044777824,-0.02135817499851224,0.2590495398583352,0.2875045792891479,-0.03807892703984197,-0.06948015467323108,0.43484487035090513,0.3775902879964863,-0.12989726394956858,-0.13286363842957719,0.2491559897695217,0.29382200044369805,-0.027430113985346193,-0.03395390883412243,0.4550506743883792,0.39153710923192103,-0.10385236843074942,-0.11550839355845767,0.4344511098547335,0.4038287151844785,0.0825252001387002,0.0708169365344059,0.26324820665811177,0.2856353598459798,0.2550093801974474,0.23137123711735855,0.26022820712470424,0.21545788959064818,-0.2342125933811486,-0.23995962391755793,0.24759200370382475,0.21383812731405533,-0.2603264738297723,-0.24800587288999018,0.19999052195821077,0.19073235952807044,-0.017444759800557083,-0.007949941426646956,0.1156612590428128,0.15375806942036432,-0.23306830102448084,-0.2131807058973019,0.3308941877353657,0.2819695770376223,0.09794870260211729,0.0705278557311829,0.32235023386750755,0.27521568263641866,0.04946350064373533,0.02147841272798457,0.11461492339593292,0.03863691109280268,-0.11528865356422739,-0.06049188845036038,-0.011973287850280751,-0.02783706556721265,0.08155463026046672,-0.03918199772128846,0.5361029238617805,0.5574623284190149,0.7071000267293729,0.6984730211443614,1.0,0.9147371913487231,0.6628416032511087,0.6992426678695677,0.5164712809191553,0.4664829703217565,0.1486124469346316,0.1370277006077814,-0.0468936296997811,-0.001832890988859616,0.13901936003490833,0.15442474637684234,-0.10728095853719116,-0.03604435675037964,0.12513357873244674,0.14910373655159556,-0.053719862673660454,-0.03441003612310729,-0.049928259765093026,-0.03535499184338204,-0.17518179048095672,-0.21952086175783408,-0.3287508196112603,-0.37382952203334346,-0.05903264181095172,-0.15650775448751392,-0.055848832092270116,-0.2323826273853464,-0.3801943644941522,-0.13576897726270645,0.04573437569556777,0.06896044252580195,-0.15519318452129488,-0.1914389119800947,0.009648260518229626,0.02476701110341075,0.2256000599302085,0.22696408093928197,0.027109103799582483,-0.02921505586670621,0.21783287248977093,0.30690091080865217,0.04966121922152056,0.08910861932043412,0.15711484088088964,0.12110272882564516,-0.09487549942369543,0.23189809076926537,0.042001267234304814,0.285591900296497,0.3150253323453513
GDP Q σ,0.4862457018864119,0.5260459928786392,0.10791936219570533,0.09191440280128714,0.4667803960803403,0.5011434753535823,0.06235286789550071,0.04836688444169655,0.36979852155537685,0.39828802446034134,0.00838570122906043,-0.01511951018613591,0.4860343986359506,0.48477123337288525,-0.05415728344274415,-0.045406726487587354,0.3297484236997295,0.3949050711190464,0.042637025570431246,0.04014434449084182,0.5026286674844971,0.5017072190153848,-0.028444830991840555,-0.025733591848502744,0.4786121285662532,0.517885112904449,0.14217519338253173,0.1474376381626218,0.22867678144677828,0.42852579849611283,0.3812381547196781,0.40557930171611895,0.45312535707385215,0.4422352893303602,-0.072912628985187,-0.0942406128058734,0.43849873869609274,0.43664103912772567,-0.09414305883240738,-0.09505731305448388,0.38954033667886645,0.45396951073622466,0.160191082200725,0.17945894514132918,0.20874551247594753,0.25452844004649977,-0.13968326498397818,-0.1211721389107869,0.3593107052730471,0.4102249264235736,0.17939170397915738,0.14360763747021743,0.3503934398075173,0.400963307300823,0.11976829327224797,0.08313678053391894,0.10217404548490083,0.03218082424556319,-0.13448655966622722,-0.10462915281094734,-0.011988921551357373,-0.027304429595853302,0.10343586273797079,0.01678891230525074,0.5069269108866656,0.6414316709613372,0.6285060848481215,0.7268276703908636,0.9147371913487231,1.0,0.5970967839952627,0.6978315527750912,0.5321584855298247,0.5651071072300367,0.25251207744960985,0.27458218491286596,-0.04702962300036653,-0.05487654683231205,0.19023790627470863,0.19536499526254,-0.1272018903373201,-0.0992575669383946,0.17616358264164397,0.1893621463598949,-0.035640890863487505,-0.051519983733874425,-0.0254007202976432,-0.008698699687298802,-0.13924314766131154,-0.25010303984823007,-0.4076939186407553,-0.5253980380755026,-0.025569108044751897,-0.18603305435673392,-0.10262106583291461,-0.3092798214905864,-0.38838113812098835,-0.03275699571939365,0.005291865480768126,-0.008955519208973304,-0.2389850165196439,-0.29056360835131395,-0.0291550339433641,0.011224057558701784,0.23506752667083886,0.32889698947014073,-0.02625581100697404,0.01561048186534505,0.2422626396834034,0.40570354303880357,0.018675221341018004,0.05039344602826513,0.1695355221668294,0.1634641019628548,-0.0017755996909088155,0.28393902977279634,0.1274724585197096,0.3967831392984871,0.3797876467904453
GDP Q Δ,0.1022981000583372,0.08488611277582528,0.1951676355118553,0.14951601172326587,0.09657309733712971,0.07248285010784028,0.1376064991313634,0.07899027133410054,0.05065234167817129,0.06021357394580684,0.03722179533994276,0.02353661766156215,0.1415295967658017,0.11674331643033974,0.07363814988817909,0.043582590413967406,0.09205675042251786,0.1016299835424479,0.08314316411013889,0.07943718326982277,0.1298980130225741,0.10638615083074303,0.07822525017231528,0.04323086567859453,0.0647263747472594,0.04499240364492329,0.15634298433651905,0.11047451214827515,-0.025569171151166355,0.009479372619343639,0.10700281088195689,0.11724039005745436,0.05001610857485275,0.0649251983804723,-0.09455859938298725,-0.09678763068560904,0.050079340602476416,0.06647806360549947,-0.11756275806766579,-0.10820002213808384,0.00296825171884705,0.028028243914941745,-0.003830867027148436,0.014329022038432698,0.026934620906265118,0.04019369802052763,-0.12070394946098834,-0.11424784858708596,0.02354565971229199,0.031248170728974345,0.12791963578468574,0.11845001282889547,0.01976777683466443,0.027977897294685708,0.07344174248367166,0.061275038805236416,0.06886068664150703,0.05242328936920616,0.012543866278964833,0.033846988730557824,-0.023110710568521046,-0.059620159905692804,0.006681742558379927,-0.12640245166061898,-0.04661653326718516,0.055962120580784896,0.46356271682005873,0.48567653341964806,0.6628416032511087,0.5970967839952627,1.0,0.8890691223767335,0.038996286873554456,0.05056935041144962,0.18711321909674017,0.15830704600717424,-0.055007133447140776,-0.05328758905147711,-0.013867171385080253,0.006024709947158542,-0.025767610817460925,-0.04019171989052025,0.0005581111264142468,0.001098242709036848,-0.05046434924806825,-0.05752574155130506,-0.07960979176651128,-0.06839941549750644,0.027581942093073263,0.022032401825076545,-0.17922986183925257,-0.11480688689669091,0.012837041395244175,-0.012215777215909272,0.040552362913454924,-0.09462592435569907,-0.21109947071687252,0.005535558052985029,0.012261028121868417,0.03864864729951507,-0.07605152024124354,-0.10399017421250172,-0.02790692105015418,-0.03333654933444487,0.07621872146957342,0.07860715849449446,-0.0208922987906368,-0.01779035839292137,0.08011637500865076,0.14002126332358952,0.0010896226723624127,-0.0032914635256730846,0.09689118507762283,0.0636703947329238,-0.0028055191243742984,0.010245930933965983,0.042615541503395034,0.04968953344945951,0.05132664823147613
GDP Q Δ σ,0.08806289302461431,0.11482267177250857,0.19768972337836294,0.18562319781059072,0.08132194690202968,0.10228291381517633,0.13775903249319638,0.1240708494919552,0.10255158849516216,0.13738421630965492,0.07358656260343178,0.054399737510207005,0.15490839719775717,0.16197424713452727,0.09366790954295001,0.10270573224338767,0.14519765095975204,0.17134103837909812,0.09479392386175702,0.09936345737574595,0.13914992381054178,0.14276373884088966,0.09617333392128181,0.09744611722809074,0.06598510944063646,0.08898348205852577,0.15259830667120153,0.14136686960937503,0.0035020658872670493,0.05771469560825019,0.14907300378011876,0.19598627465852897,0.073071913008257,0.12481958747429964,-0.06654477915182008,-0.07971736654335194,0.06957039106047698,0.12519198230447348,-0.10442332089406538,-0.10040882461405448,0.06183959970834292,0.1592299884230098,0.06546710041436314,0.10728365625601456,-0.007822764853449298,0.008930056903148399,-0.14284373487771168,-0.14886927898861987,0.028414177155682386,0.03581805200409768,0.17313582876186126,0.16884564106302596,0.02308400121372032,0.030921035077423692,0.10456009319588756,0.09479475832370779,0.042751217340825105,0.006908658140414917,0.017811839429599165,0.0369283014526121,-0.003045899157261725,-0.03883781351159649,0.029068412831808825,-0.08120640137691447,0.03443525832998619,0.10646825694836977,0.48043113412266397,0.5517991366862428,0.6992426678695677,0.6978315527750912,0.8890691223767335,1.0,0.07662857348769914,0.10769490537295463,0.21711207176845046,0.2358322163569933,-0.01926721319715852,-0.04417687751899556,0.04362949145663608,0.034445349064301585,-0.012111742537139744,-0.033618531516793754,0.03466010664914404,0.023721870592314103,-0.02314445618328234,-0.04783061287504659,-0.061080079217814665,-0.05780194709956441,-0.0017750727641421419,0.01792414453750268,-0.19303826629319912,-0.14341958966302595,-0.04841328835648198,-0.1013540573895302,-0.0773027014964286,-0.16023227205716686,-0.3182264734982227,-0.04677722084111967,-0.03778379549114861,-0.02560851783276514,-0.1601948823646212,-0.2088830652140369,-0.006913728367434279,-0.04270569550003077,0.08049157945097504,0.121825492462432,-0.005350734050677254,-0.03634859381473361,0.09304673803871613,0.2105127942374353,0.030410366309914588,0.03305235041825159,0.1264353658284639,0.11009681753024451,-0.036036414134243196,0.025911057972433805,0.08864479016552289,0.09429211759167838,0.08124258706126385
CLI,0.8120335531309592,0.7515947359944485,0.11783986789622333,0.1133299675446334,0.7957069347222524,0.7395625733467112,0.11089396379848952,0.11112492969051134,0.5450749395956578,0.5002400263674348,0.0016673467066700028,-0.024994465086463594,0.7089014778005617,0.6563876790980476,-0.007739202175928636,-0.0018418981377303256,0.5206652763094178,0.6304083278270401,0.08193013758745529,0.07937226871857338,0.7434015703246083,0.6874427194733128,0.03006912872545693,0.02811712254746814,0.7792970052167584,0.7560735597549376,0.19145358690246084,0.20153762828160712,0.50958373263818,0.5897612892958318,0.5497434850098275,0.4839806306394515,0.5877532419445689,0.5608659431097411,0.07763508231069711,0.11682052452547068,0.5794678718662807,0.574499376603724,0.08888597208697385,0.1200436951477383,0.6159400527748596,0.6004327557714061,0.237685871162738,0.27132703904517486,0.3748246437664121,0.46107842268239263,0.029262271299547796,0.033195154552108384,0.4547689263557813,0.3707135727893806,0.05308156294168311,0.015819185355733276,0.45121890226122463,0.37090149353677426,0.05519435441594982,0.021470797349516135,-0.015129885157381635,-0.14431160371673973,-0.1989924758027314,-0.19431581166843317,0.04446371310053377,0.2642157589828961,0.2245497439469624,0.17895154161534998,0.6911776352875094,0.6640498867879324,0.31524876502454213,0.3072037588630719,0.5164712809191553,0.5321584855298247,0.038996286873554456,0.07662857348769914,1.0,0.9434178118851411,0.2569907137075373,0.234956026083347,-0.004767987748503155,0.14877160170829726,0.27642748453393384,0.3096047785613016,-0.14091539108679696,0.05226449970715493,0.29050532772967247,0.3269910144579986,0.031180815434025157,0.09975342075604537,0.06912672544621312,0.08833784411643064,-0.33458006210816327,-0.37381894528080684,-0.48468572725624165,-0.6434018323447913,-0.08078211485880309,-0.14670993502524138,-0.10665263384355833,-0.17223177856301566,-0.19259803516560975,-0.13175766447475762,0.09969927919395473,0.09286830721055961,-0.14654211079188303,-0.13198210048168946,-0.03702781557100102,0.08646990883485921,0.3376950110709864,0.3790499453855783,-0.02731177417612671,0.0032713516727651253,0.3168915362951056,0.38277524276283115,-0.03811256743534879,0.11580529719771628,0.21930454261577692,0.19251961909256565,-0.027815995868766666,0.4381994744119102,0.12060771470417718,0.4467268326628134,0.49904318666508674
CLI σ,0.7348006276758208,0.7865053606466799,0.18399757533190744,0.16444064240429496,0.7224274562952042,0.7733067900663746,0.1708314885470087,0.15791225765133782,0.5864585277826114,0.5687323621530401,0.050098025928691045,0.03146474976089424,0.7100588513969995,0.7154807747212292,0.055274154116823765,0.049980789081806455,0.5382305514842413,0.6702773557912362,0.1286953507184052,0.129523298715882,0.7295508701010333,0.7473285050309738,0.0872642029482429,0.08043834484422227,0.7193334798777332,0.8116089924973869,0.26585115989357605,0.26590127501410943,0.4187096234940921,0.6097623143416758,0.5751706136821311,0.5553044764552382,0.6095971005422925,0.6233348097834448,0.14173483919431595,0.2117075165758448,0.6080182290656888,0.6504515467432751,0.15490546856554918,0.22352657246766924,0.5853659792163834,0.6205194755937826,0.31340076713853654,0.3915401394352173,0.3560551062136773,0.46853497864155175,0.048987238163589644,0.05310649683850695,0.4596841049858984,0.4100754181926627,0.13474530332909468,0.10266450494011017,0.45681835016225103,0.4108728788274347,0.12226515244107473,0.09283559152985355,0.0014129908558861376,-0.12750602051420315,-0.18953447048788852,-0.19431473481911332,-0.0012252632575968636,0.24371122392387662,0.2006451778354723,0.18680540951105537,0.6240858347579876,0.6723119706319536,0.2844993728487935,0.34312797657634636,0.4664829703217565,0.5651071072300367,0.05056935041144962,0.10769490537295463,0.9434178118851411,1.0,0.3542232425595345,0.35067775221356057,0.036650894601377784,0.1120663609573429,0.3003731100401985,0.30857199413745817,-0.1583919296214306,-0.02614364166239189,0.27968025230868276,0.3003119604763791,0.043579679969623177,0.05891151134839762,0.07801296434469153,0.09216090899538802,-0.27308160627100053,-0.33693046023137846,-0.5113328629628431,-0.6869110124466121,-0.04038061838464584,-0.18795066461283008,-0.1104648744623492,-0.251784264852774,-0.23167888305718518,-0.054675132032913694,0.07542223419949316,0.02948173678271896,-0.187834271563839,-0.20870029237314894,-0.05431139694336663,0.011220194422007224,0.28902253774246406,0.4494167907177593,-0.05866557137151739,-0.004604721920151038,0.27534173491857294,0.44158677431680676,-0.018941974747175447,0.032521296688639775,0.19480007502130708,0.20776433881120807,0.04669331285578068,0.4714487802450699,0.1867476930002449,0.5105237002577344,0.5174110250934955
CLI Δ,0.3023121276435221,0.36143845541385095,0.7331463302684355,0.7535886666239856,0.30774380649107647,0.36975083300980205,0.6623551908586963,0.6881028903840837,0.44943511424316485,0.5146582817915888,0.5141262173723269,0.5384863160071227,0.5412894362697237,0.5746732873748628,0.6205292709938856,0.6318896510478019,0.41987335849083146,0.48803784158007746,0.5797400679296285,0.6116322464774071,0.48438024509241956,0.5303756406143839,0.6329136332119326,0.6384636318717442,0.18897625674793256,0.22764640221745713,0.6659970569036616,0.6810536530046649,-0.1322941450373813,0.05430563192979557,0.6546892583817407,0.6966318725038729,0.4427775318637943,0.5661279958923134,0.644060266263547,0.6632883771186115,0.45048360007143606,0.5648267222191851,0.6181949194075419,0.6259483269778439,0.18707125693502832,0.2961895469182729,0.6365434463362467,0.6735086120697543,0.17838267250958878,0.31329948638401545,0.28919225291089146,0.2905678178636789,0.17505049571231365,0.19636775057636774,0.5424665766867023,0.5445406126111724,0.18100650055004452,0.20233576918543922,0.46751773767372895,0.4703757793778569,0.37555125045897725,0.26410421978345056,0.11325017490341968,0.025095918537793874,-0.14702561418219873,-0.058830002195446846,0.12095519149427403,0.17636056468638173,-0.2112446534451587,-0.09320969905709495,0.27177836767070385,0.34365015596062853,0.1486124469346316,0.25251207744960985,0.18711321909674017,0.21711207176845046,0.2569907137075373,0.3542232425595345,1.0,0.96935226377456,-0.1702962823154616,-0.20347750775462423,0.16315178224327415,0.1034078129608111,-0.16869184800063763,-0.21939968232011087,-0.029702263066272213,-0.008747105980962865,-0.036905758714966826,-0.03700781510519528,0.09430465696644884,0.10920218880968838,0.1969460031906717,0.13221687965300924,-0.5319423326128336,-0.5017923959949367,0.03102265052904271,0.09880712176526325,0.19977406729644462,-0.06119880717790467,-0.06179934012005311,-0.0076421729814553415,0.09282446074791216,0.2316241081092254,-0.057013759014986065,-0.02463565218562339,-0.18144369503110766,-0.2672813323416792,-0.0007557906352327435,0.09196333072182619,-0.19253391496123123,-0.2802879525241893,-0.032369602367456764,0.08817312673005938,-0.03796533942802938,-0.0693917538266514,0.1415799728820494,0.14026801530109345,0.001624895075279302,0.1976307346069101,0.5787986456890334,0.458846043813467,0.42136636773929576
