,BCI,BCI σ,BCI Δ,BCI Δ σ,Manufacturing: Confidence Index,Manufacturing: Confidence Index σ,Manufacturing: Confidence Index Δ,Manufacturing: Confidence Index Δ σ,Manufacturing: New Orders Index,Manufacturing: New Orders Index σ,Manufacturing: New Orders Index Δ,Manufacturing: New Orders Index Δ σ,Manufacturing: New Orders Inflows Index,Manufacturing: New Orders Inflows Index σ,Manufacturing: New Orders Inflows Index Δ,Manufacturing: New Orders Inflows Index Δ σ,Manufacturing: New Export Orders Index,Manufacturing: New Export Orders Index σ,Manufacturing: New Export Orders Index Δ,Manufacturing: New Export Orders Index Δ σ,Manufacturing: Production Index,Manufacturing: Production Index σ,Manufacturing: Production Index Δ,Manufacturing: Production Index Δ σ,Manufacturing: Employment Index,Manufacturing: Employment Index σ,Manufacturing: Employment Index Δ,Manufacturing: Employment Index Δ σ,Manufacturing: Capacity Utilisation Index,Manufacturing: Capacity Utilisation Index σ,Manufacturing: Capacity Utilisation Index Δ,Manufacturing: Capacity Utilisation Index Δ σ,Non-Manufacturing: Order Intentions & Demand Index,Non-Manufacturing: Order Intentions & Demand Index σ,Non-Manufacturing: Order Intentions & Demand Index Δ,Non-Manufacturing: Order Intentions & Demand Index Δ σ,Non-Manufacturing: Business Activity Index,Non-Manufacturing: Business Activity Index σ,Non-Manufacturing: Business Activity Index Δ,Non-Manufacturing: Business Activity Index Δ σ,Non-Manufacturing: Employment Index,Non-Manufacturing: Employment Index σ,Non-Manufacturing: Employment Index Δ,Non-Manufacturing: Employment Index Δ σ,Non-Manufacturing: Raw Material Stocks Index,Non-Manufacturing: Raw Material Stocks Index σ,Non-Manufacturing: Raw Material Stocks Index Δ,Non-Manufacturing: Raw Material Stocks Index Δ σ,CCI,CCI σ,CCI Δ,CCI Δ σ,Consumer: Confidence Index,Consumer: Confidence Index σ,Consumer: Confidence Index Δ,Consumer: Confidence Index Δ σ,Consumer: Future Confidence Index,Consumer: Future Confidence Index σ,Consumer: Future Confidence Index Δ,Consumer: Future Confidence Index Δ σ,Consumer: Price Confidence Index,Consumer: Price Confidence Index σ,Consumer: Price Confidence Index Δ,Consumer: Price Confidence Index Δ σ,GDP,GDP σ,GDP Δ,GDP Δ σ,GDP Q,GDP Q σ,GDP Q Δ,GDP Q Δ σ,CLI,CLI σ,CLI Δ,CLI Δ σ,PPI,PPI σ,PPI Δ,PPI Δ σ,CPI,CPI σ,CPI Δ,CPI Δ σ,CPI M,CPI M σ,CPI M Δ,CPI M Δ σ,Unemployment,Unemployment σ,Unemployment Δ,Unemployment Δ σ,M1 Money Supply,M1 Money Supply σ,M1 Money Supply %Δ 1Y,M1 Money Supply %Δ σ,M1 Money Supply %Δ,M3 Money Supply,M3 Money Supply σ,M3 Money Supply %Δ 1Y,M3 Money Supply %Δ σ,M3 Money Supply %Δ,Base Yield,Base Yield σ,Base Yield Δ,Base Yield Δ σ,3m Yield,3m Yield σ,3m Yield Δ,3m Yield Δ σ,10y Yield,10y Yield σ,10y Yield Δ,10y Yield Δ σ,Stock Market,Stock Market σ,Stock Market %Δ,Stock Market %Δ σ,Stock Market %Δ 1Y
Manufacturing: Production Index Δ,0.1798188425123958,0.1993339343901523,0.8331688313881117,0.8139413740782253,0.24260415525764364,0.2641219523552308,0.8923542338596862,0.8790009745815045,0.23161065485420795,0.24732608180278629,0.5676887397238185,0.5713242469098369,0.42866505266963195,0.44416147730955,0.8665664972949619,0.8638372023734003,0.20629473758234465,0.259784737149494,0.5769423987326706,0.6635671631218483,0.42767689065914516,0.4471806967055799,1.0,0.9869627006621382,0.09111404229319535,0.09350327848709503,0.7711302278932683,0.7328136575594423,-0.1402358060091252,-0.08729964101263123,0.4576222130593615,0.4535654070626859,0.20225957920984886,0.30765331774827887,0.6479592799176243,0.6616321279850516,0.22294408457079187,0.3253673146352955,0.6427772543938868,0.6686613266567932,0.015419297054832293,0.1010531238560146,0.5261281679067062,0.5638411559696728,-0.006845842020107694,0.09597699358795037,0.3096917112766862,0.36535965871379184,0.06495802963962892,0.0844578041644103,0.3838950456361535,0.40109144440946487,0.07319695704684367,0.09298165395748308,0.3404964886149405,0.36762427030897404,0.2540413950106876,0.21939943593319786,0.16732940449002823,0.09223457386892958,-0.08464272168852255,-0.056457700125399184,0.15461874499722944,0.16356502226036815,-0.29357565770751765,-0.2360623770395033,3.42773624015023e-05,0.0498645966474963,-0.10385236843074942,-0.028444830991840555,0.07822525017231528,0.09617333392128181,0.03006912872545693,0.0872642029482429,0.6329136332119326,0.62258482650932,-0.11567163369120757,-0.1467037373587036,0.08392807750149282,0.07763626671947828,-0.10124145422383848,-0.1542865369275652,-0.07974970523141982,-0.029527520069259915,-0.015897432067556557,0.0001980245207836626,0.07681590893397695,0.10793785975657101,0.1475014935027885,0.1250974221371885,-0.2720680646262858,-0.2636105005911607,0.011501554007441251,0.1081731745157357,0.12576176281182966,0.11843992214266261,0.08080451841298805,-0.002024004997460342,0.08416777369845548,0.16182339816257774,0.03762737812855924,0.06649979385802127,-0.10454072234318154,-0.16876956704377383,0.0708216045812562,0.09171574873263363,-0.10329073709759118,-0.1727329605853675,0.10271047337497735,0.0767754955472122,-0.015759655877272405,-0.03574017940320169,0.24804230836911867,0.2598009538418747,-0.00995796596187724,0.07700302888287085,0.3626219776277852,0.1773725770830446,0.14714516116637283
Manufacturing: Production Index Δ σ,0.1348832837521384,0.18303262549394914,0.7964211773529045,0.8250933029390446,0.19623156319431595,0.24836538841633374,0.8595093389702003,0.8906174850969825,0.22875048517622737,0.24784018357529053,0.5718497705301911,0.5701798736282472,0.406351775837009,0.43837725569152847,0.8680634112070311,0.8744561250348435,0.19768605926813423,0.25957611285270965,0.5720076850987277,0.6671637488403653,0.4031557483157375,0.44111243561120167,0.9869627006621382,1.0,0.03644451884679356,0.07939161399705635,0.7203895056655838,0.7331070750614747,-0.13432082523024627,-0.08406900583494986,0.44747554049896476,0.459285851855987,0.20002732020080738,0.3201095474316159,0.6366954795602117,0.6598573328100383,0.22380466206293398,0.3405604120879669,0.633819527709325,0.6720915160361499,0.015124416679102012,0.11680064440131907,0.5190168815953712,0.5688196712992079,-0.022214302598938033,0.0801782625520031,0.2867765347628314,0.34739922496625686,0.0601099973510443,0.08048220058246247,0.3902382338165281,0.40571388720938617,0.0705556775845557,0.09033456062113807,0.35202384140712123,0.3751411768908052,0.24258386737828502,0.21365739334718822,0.16110481730051618,0.09900832828295746,-0.07393765562988812,-0.054469179082330885,0.15656704721362577,0.17072311180050415,-0.27087976844824263,-0.24308000986418046,-0.005322354571098736,0.059795546006503233,-0.11550839355845767,-0.025733591848502744,0.04323086567859453,0.09744611722809074,0.02811712254746814,0.08043834484422227,0.6384636318717442,0.6352554214685507,-0.13421437671284844,-0.16390234184542646,0.11985389217155026,0.09312259163551051,-0.10405839119063735,-0.15292431646582105,-0.02062094600272949,-0.027667662301430338,0.03466625183232186,0.010793228521844745,0.13695336114722642,0.11213423414188917,0.12330187362527083,0.12531746885768089,-0.29752863150278896,-0.2510571159295003,0.008029545641600883,0.10165490957059557,0.1241060656267653,0.08315482546053883,0.07962935507829305,-0.01310510383743587,0.08363581253207378,0.15760769043303713,0.013809066127900622,0.03583780065771988,-0.09551898156645802,-0.18042723680573686,0.062053517933071616,0.07991128529506596,-0.09635449265519631,-0.18440779410962765,0.06654230635509226,0.0578893053257292,-0.0038463185371132905,-0.034359032281969855,0.25058548605431796,0.2525893726928334,-0.017231283890340374,0.06615557745421623,0.3604521151725807,0.1643457546866858,0.14921597616563234
Manufacturing: Employment Index,0.8858681168540308,0.7926888116970704,0.12895815873487312,0.07809722597957741,0.8883548976049462,0.7997786721217246,0.15728450994427037,0.11592682350654464,0.6080812458476407,0.59592427418268,0.022113886383609307,0.0007721798573202448,0.7449183469618333,0.6428455414692923,0.01964680265133698,-0.02036919538143281,0.5348782288634001,0.6367069991252273,0.08968375043317882,0.10487665196195971,0.8168390998548107,0.7015162079877473,0.09111404229319535,0.03644451884679356,1.0,0.8855981988356584,0.3377040524330664,0.2880810826399859,0.3188260794834765,0.5285675034476078,0.5483250171570616,0.5162060250574548,0.6920295869849057,0.7023823863790729,0.12861233130798003,0.14508679380462483,0.6525568739705742,0.6646376790136042,0.12332301411653859,0.14264834632330473,0.590565769278146,0.6861437466366681,0.30525259890220957,0.32080086204479286,0.4573153968577381,0.4549325466855316,0.10555722486733973,0.153703452800839,0.30138587721938936,0.2518746215486039,0.020845732594136974,-0.007761252072042888,0.30183339178055313,0.2545634569729384,0.029418537948568337,0.0010983580429437835,0.007467382166289001,0.007648376788628993,-0.19911596623464986,-0.20394112637300446,-0.010196373463432095,0.26050441128262997,0.2369867719625067,0.15165959377299057,0.5253383944833537,0.5736094940771964,0.2756816682391732,0.27577498248056603,0.4344511098547335,0.4786121285662532,0.0647263747472594,0.06598510944063646,0.7792970052167584,0.7193334798777332,0.18897625674793256,0.12328040801776474,0.0742855584733495,0.263323040213975,0.2669444624483628,0.30212385371987516,-0.16378883061919372,0.17179769763193345,0.3239330654231494,0.3788515884980485,0.02670308572499568,0.20522284959194437,0.0614741509586001,0.08222565920545098,-0.2614500027629327,-0.2716957729980718,-0.44074570297855503,-0.614172101681573,0.04828703771879338,0.07777762543978654,-0.014824218811205289,-0.14966211634964088,-0.11105782861212946,0.08240504715700722,0.09026410502175906,0.038396589576051944,-0.18516208584113805,-0.15312277092167692,-0.19933749495072572,0.20472914455970145,0.4369508723700534,0.49449925595559957,-0.22434070682155144,0.0862369587068149,0.4357379965979159,0.47335946974482807,-0.2539679237816967,0.11177620497693906,0.3001111241577535,0.27830560634998563,0.13769680258155223,0.11472354787495113,0.047170234580713497,0.34304195847527513,0.3424183737412214
Manufacturing: Employment Index σ,0.7992926210440229,0.8535140495681589,0.14996712364157733,0.1215332155571467,0.8045674504228344,0.8591073641200108,0.17456194475438702,0.15570288772616808,0.5815852338932298,0.5957238219602028,0.05014391217237215,0.05160072894762268,0.7305567610663225,0.7314189085281887,0.03390692176958842,0.022645102587778212,0.6193405501607232,0.7010273069679197,0.12698384879138547,0.14346266462707377,0.7868793431002304,0.7995802084701479,0.09350327848709503,0.07939161399705635,0.8855981988356584,1.0,0.37554433891270617,0.3673264587275842,0.3334327464330334,0.5291343386565905,0.5743510300255593,0.58940401188882,0.6228808748452233,0.6219501362610801,0.157878081185418,0.20114040894372504,0.5819191773732283,0.6061619689672634,0.15127097670751494,0.19938053536033454,0.5643663422709617,0.6549937252866741,0.35476727243188283,0.39252997296222053,0.25621186425641745,0.3710825481578233,0.096642120857571,0.14597212472991528,0.3799402477518534,0.34992621941626184,0.08605879152117007,0.05226962549276653,0.3802899700544286,0.3526721111720101,0.08480996568849597,0.05029933250602177,0.0660437183038495,0.012015288453587984,-0.18957713261082226,-0.19868136831093006,-0.07823288331049488,0.1336560791374545,0.21106506680781661,0.14675513793900824,0.5339747837967839,0.6113647430448159,0.23717998042784613,0.3093102721644708,0.4038287151844785,0.517885112904449,0.04499240364492329,0.08898348205852577,0.7560735597549376,0.8116089924973869,0.22764640221745713,0.21711308140311042,0.056734270712939724,0.16677485758776542,0.3057343593015664,0.3314859629440588,-0.18986834132120844,-0.04981994263476391,0.3361828710797408,0.36400647651075146,0.03146723571211785,0.08467418826724922,0.07479799623031066,0.08954831284776481,-0.18648177444956893,-0.26977839572069323,-0.44844510538753324,-0.6669688540178745,-0.05644167292560232,-0.07689859199683452,-0.1066371004324203,-0.24547175907968657,-0.19449619896837964,0.005739242620942237,-0.03428564925385468,-0.14675585007676567,-0.2755197103951073,-0.31944781206102385,-0.14188468081642183,-0.04167124246767187,0.4013233281696781,0.5644749891455138,-0.14846461449310006,-0.07794088063764991,0.3900290536252599,0.5371700756618102,-0.11349881568509676,-0.07064337761193397,0.2382497291812383,0.26161721789761017,0.0825100301911989,0.23558927907721322,0.10505919307018209,0.3966779653952427,0.40140737432898227
Manufacturing: Employment Index Δ,0.3730169412029423,0.3999666601638544,0.8121574356432352,0.7584019764349221,0.41912445462668746,0.44505637061701614,0.8389714382976814,0.792977664519047,0.4164100326472093,0.42969824743810114,0.5161519451708197,0.5079352238842685,0.554851096020853,0.5776549143967371,0.6878696396972772,0.6526545793108767,0.36833193281881293,0.42062701890156934,0.539440320609161,0.5931253966133487,0.5379335707383861,0.5652557100167194,0.7711302278932683,0.7203895056655838,0.3377040524330664,0.37554433891270617,1.0,0.9779594828053493,-0.10376159052425785,-0.0039173932207252245,0.5741397149250019,0.5527027139409337,0.330805380951127,0.40996460711208643,0.5665844888296446,0.5723262016382501,0.3119718610462764,0.3822536041171867,0.49968063416560315,0.5008699883060179,0.047366801220510825,0.14492487777702376,0.5243903056616149,0.5500614027766826,0.08196676503080408,0.18200006957427164,0.2558183601838411,0.3167336568590236,0.1170219331584317,0.13780165590575616,0.3461543907770708,0.35917819720999433,0.12756185342516602,0.1490490167867441,0.31595479166260887,0.3327333560674057,0.3071264366183717,0.2657433330936022,0.09023337418163467,0.024739094379350807,-0.11094510205020483,-0.04336714687623265,0.1310527107743262,0.13812893368668175,-0.18569021501907237,-0.09542918881452751,0.1455060244678975,0.214017579340437,0.0825252001387002,0.14217519338253173,0.15634298433651905,0.15259830667120153,0.19145358690246084,0.26585115989357605,0.6659970569036616,0.6469531248219674,-0.12039110003839196,-0.13621699758800013,0.11334948785135947,0.11896054909126767,-0.1397045444425195,-0.1860546033127331,-0.027254919447468665,0.03979755186386391,-0.03115141864805494,0.0012951492649965117,0.05662048387083003,0.10333499355966791,0.1466528915831458,0.10613455826283,-0.33440621506843643,-0.390587905138872,0.03484928974947914,0.11845866304974247,0.13163090403962208,0.08692531546482987,0.0003867104927671535,0.010025957826869795,0.08603390420162707,0.1715878826110627,-0.018988727536380284,0.010207952901460133,-0.12463075718527997,-0.18460993184640637,0.19513567504925472,0.24979003944445913,-0.1327877071085983,-0.1983099965983971,0.23235832209067458,0.23483951119887372,-0.02666591129022472,-0.03353543877333991,0.25503849199739803,0.2827542103334083,0.006325381102103637,0.13913661589772178,0.346608591233904,0.30110383686,0.26107236555706265
Manufacturing: Employment Index Δ σ,0.33922984598778466,0.4086099474638454,0.7563824814346847,0.7766495320547524,0.3827814368061174,0.4532509626224448,0.7886121710427221,0.8111383706780084,0.4165571616535508,0.42973496674776906,0.5213488493579324,0.5060657254999293,0.5481615934343194,0.5834296580894142,0.672525931750508,0.6705756296541885,0.3628181224654418,0.4190261082740102,0.5390978236440005,0.5958195565189683,0.5267100737368449,0.5688741491688197,0.7328136575594423,0.7331070750614747,0.2880810826399859,0.3673264587275842,0.9779594828053493,1.0,-0.08591952211859087,0.010357472019316622,0.5693828032816969,0.5717242938144428,0.3283935032586081,0.43086054116945177,0.5740024379292639,0.5940661029295632,0.3178191864013551,0.4103000822049609,0.513618000464387,0.5307191483998505,0.03556807304126901,0.14587350174195593,0.5249904235594142,0.5717249177948607,0.0846761115083422,0.2042595687248052,0.24361441472555026,0.31386670334085115,0.10634986226933897,0.12168715311595349,0.3704170905696793,0.3719885440909538,0.11989323397991787,0.13395104182935225,0.3458513028531975,0.3460809093137692,0.2914713657578988,0.2617621531779682,0.08311321512521568,0.031469183404578265,-0.08999195912315938,-0.04057004161328073,0.12344293045003295,0.13904514715728195,-0.14865331212685684,-0.10243790194674417,0.1266049653484445,0.2210147118129977,0.0708169365344059,0.1474376381626218,0.11047451214827515,0.14136686960937503,0.20153762828160712,0.26590127501410943,0.6810536530046649,0.6777386029735679,-0.1323702030277548,-0.1482287183986308,0.17494840617802848,0.15457345219146526,-0.1428541803545644,-0.18731212614068266,0.04282471189045004,0.03764171225953248,0.02346063533377411,0.008474782087613469,0.11763457388709762,0.1082109212343213,0.12298346824173242,0.11175347996276475,-0.390894266806796,-0.386112632067166,0.04189460774720482,0.13147842973982748,0.1547148804036237,0.058762507987112,-0.0022465876524409554,-0.006530245900395016,0.08492221656165845,0.173342416689701,-0.05486845024912624,-0.034093728883449144,-0.11429171172751511,-0.20743750264510047,0.1953307298133015,0.24385192319637616,-0.1174554202640291,-0.21925583399570173,0.18427041326861537,0.2192784154782083,-0.005832746283640175,-0.026084454710730252,0.2620144217196278,0.272682320052473,-0.010751781541426576,0.12335700352588425,0.3509223301928149,0.27740261272189476,0.2627161112606687
Manufacturing: Capacity Utilisation Index,0.32403612987144215,0.22756838022036052,-0.19968822794714625,-0.1975752654709997,0.32034208996772373,0.2279148721500845,-0.16032845779845914,-0.1551451208215724,0.19910924416087888,0.27777089356134244,-0.13141489881787277,-0.18868716612648803,0.18190467203880945,0.10252829762461912,-0.1557674987054273,-0.14666969525172452,0.24648034006990271,0.33107332732739664,-0.05031939387281914,-0.05659445755974018,0.21592348081667948,0.1387693224860773,-0.1402358060091252,-0.13432082523024627,0.3188260794834765,0.3334327464330334,-0.10376159052425785,-0.08591952211859087,1.0,0.7318213553332106,0.14611698615935764,0.1518688528514302,0.5200274718253709,0.5228189469027574,-0.031896019027995465,0.008095431269444446,0.5105846551145528,0.5297717439824101,-0.014879479117072403,0.014589825271797063,0.49844305822956975,0.41412468741449665,0.08096096742236483,0.08201118347715261,0.3167805419354147,0.4992229141919626,-0.044752476456873885,-0.04927572520743978,0.28877652141381543,0.12795642638805194,-0.12995362173104788,-0.17166818605045267,0.28499926801160297,0.12478297423332156,-0.09503437918399167,-0.13531413427271488,-0.3515242323710442,-0.27305343577870306,-0.18049923769776755,-0.15129834162074476,0.329913270913876,-0.0013527072885119317,0.12021743506427152,0.04389683379827842,0.5719977261703444,0.4155963928129179,-0.02697106840627248,-0.00819087982894375,0.26324820665811177,0.22867678144677828,-0.025569171151166355,0.0035020658872670493,0.50958373263818,0.4187096234940921,-0.1322941450373813,-0.12752570623386603,0.25209406632012343,0.37025587224005224,0.1705262903914842,0.20956216332233069,0.3239556996053476,0.37395025483899924,0.29943087542513036,0.29550324291687236,0.2914391136791281,0.25492441067340854,0.034133952128626036,0.04420510312232783,-0.5905405536180502,-0.5997445881054178,-0.22155904533389137,-0.2534940862035618,-0.19851770479130731,-0.3373714453488816,-0.1978243768981767,-0.3737010216535992,-0.18502830500478137,-0.4583634223434764,-0.18220603694673598,-0.18446249891444694,-0.29374334853842465,-0.24309062860382635,0.4348287135896878,0.41006203620988796,0.26808667993872315,0.2921565137450993,0.43525319347154945,0.26828944903985424,0.2708951383382314,0.3169905648216571,0.302649971691493,0.41715679191380456,0.18223689949815722,0.17859059086328347,-0.42851762078949174,0.2765470248702436,-0.050970370806163644,0.05247790824319415,0.09898808428096745
Manufacturing: Capacity Utilisation Index σ,0.44284477574130804,0.43589618638527755,-0.1674485386130148,-0.18615751576906894,0.439017528922227,0.43503043087063076,-0.12073101197449555,-0.12589596939984887,0.4152473318257865,0.3489040571286444,-0.1069159246075582,-0.1425123273172436,0.347823073284024,0.3233521266703518,-0.11974120317742198,-0.11288773275961704,0.4017177143618369,0.38591769268807014,-0.0022300556097365433,0.01255789085360539,0.38492581516093977,0.36284946883232305,-0.08729964101263123,-0.08406900583494986,0.5285675034476078,0.5291343386565905,-0.0039173932207252245,0.010357472019316622,0.7318213553332106,1.0,0.35649712794681443,0.3374174572650369,0.6491751942860192,0.6986231711163174,0.07815870268530832,0.11743324374201411,0.6616575055019124,0.6897306594007666,0.08727511083800377,0.12283513218727876,0.494199438378108,0.56633777390088,0.209262209088291,0.23458260427138358,0.5889078627878792,0.5138637710155358,0.00017910004324018809,-0.008392435097011625,0.21279149871012948,0.2742403270503104,0.026325362082169186,0.0007666360351260614,0.21307951210171988,0.2739497446512168,0.03427868940170607,0.01407132013749313,-0.36175455153174935,-0.3389394008249923,-0.2223126640304627,-0.20746353425658565,0.19001271094876843,0.25797587366874847,0.15284868543186592,0.09334006144385144,0.4861203517051463,0.6040020036164483,0.09673096201235783,0.165827232268459,0.2856353598459798,0.42852579849611283,0.009479372619343639,0.05771469560825019,0.5897612892958318,0.6097623143416758,0.05430563192979557,0.06306160562467325,0.276092731639912,0.2889327783307254,0.1947172533466047,0.20873571841149915,0.14748815473167615,0.2994080088345381,0.2958054193709066,0.29829049776375016,0.1615916932310476,0.16405308558835394,0.025145019140188324,0.03623069997631633,-0.47174532548367754,-0.6478072096423761,-0.41882120202870116,-0.527223624174765,0.17345207649310204,-0.17152781581668436,-0.11992668996626599,-0.479661033697098,-0.2252472000487078,0.12617505554384262,-0.38251383234886904,-0.3311790263152306,-0.4536811626304127,-0.4218961822512557,0.045489066084448394,0.26405470757605864,0.2728624733870473,0.45421968446560074,0.048682081781703836,0.25587297213407884,0.2830439905916546,0.4466004664577641,-0.010051861436454528,0.1656976718433069,0.16741874437748586,0.2010380041704269,0.10584279157547016,0.3901299554442023,0.11637881707883077,0.3258552294399561,0.2995222352904624
Manufacturing: Capacity Utilisation Index Δ,0.6367457206680425,0.6560343555198922,0.48569136329697865,0.48773822025300906,0.6447535643472214,0.6672139037108443,0.4757300964960995,0.48167117371649965,0.5084502432529322,0.5289807890027813,0.2862791797232468,0.3406770068996307,0.7292331230502226,0.7277897980643082,0.3885688329240635,0.3790809949233062,0.49760976523899086,0.5431541489277312,0.43712275861713806,0.48011579117109116,0.7324032523280656,0.740139152936117,0.4576222130593615,0.44747554049896476,0.5483250171570616,0.5743510300255593,0.5741397149250019,0.5693828032816969,0.14611698615935764,0.35649712794681443,1.0,0.9372788174723125,0.5647402523256947,0.6608935268827609,0.5769954501724895,0.6203769443056762,0.5808893967431992,0.6642633546535968,0.561407130755261,0.5863061631288242,0.26157622998314095,0.36653470567061985,0.6271621796733717,0.6200907672563312,0.36175472685668886,0.47580405067342996,0.29195012149511546,0.31025257575516185,0.2335749008194493,0.25791805199093687,0.23901411609057327,0.21035457058491652,0.2354262631195883,0.2609663995126838,0.21475054072214558,0.18829665796559708,0.215698372085406,0.10003397352267568,-0.21661715780314525,-0.24790937835777732,-0.06426417174096011,0.09751058944439847,0.2437354160288325,0.18876103677274794,0.17814153687231626,0.23369537850773944,0.22579852615476523,0.3153192261652118,0.2550093801974474,0.3812381547196781,0.10700281088195689,0.14907300378011876,0.5497434850098275,0.5751706136821311,0.6546892583817407,0.6001272489582661,-0.08407503123589856,-0.06559122381467103,0.30466351788488455,0.2774745189572429,-0.18644000147810721,-0.13271516372857575,0.25464728203705334,0.25570395663061735,0.02784124862798635,0.025091565200877696,0.11568506320970195,0.12447916847759764,-0.003638333893953829,-0.08814546792010539,-0.7375607166216942,-0.7504398779145266,0.09781984843629808,0.11436609409094561,0.14187381003890323,-0.14139684598848615,-0.10784454419010318,0.052262271890836404,0.07214651831442216,0.16181653391238113,-0.20383019326195717,-0.18670805053997347,-0.12600229026972481,-0.16176898900281528,0.362926261479958,0.4133668023307205,-0.13609377392999908,-0.1763949743369145,0.3467377165586811,0.4004169896730356,-0.04233727628250778,-0.06354902802211952,0.24807097091782487,0.23900987932390522,0.05284903890922336,0.2279873783288871,0.18765620710174993,0.37860982287383715,0.37551881919787994
Manufacturing: Capacity Utilisation Index Δ σ,0.611891400377417,0.674619743707319,0.4448768468713766,0.47446043423468576,0.6170114410348106,0.681376882793946,0.4291087450478502,0.4600315950199723,0.5538474861319982,0.5669741476301,0.2795600517432724,0.319186774066149,0.710123306290501,0.7453805724020137,0.39033743893765166,0.3969062318859055,0.5376362791103093,0.6192708582526961,0.41592407771374973,0.4807570720902547,0.716719369108792,0.7611237541124654,0.4535654070626859,0.459285851855987,0.5162060250574548,0.58940401188882,0.5527027139409337,0.5717242938144428,0.1518688528514302,0.3374174572650369,0.9372788174723125,1.0,0.5742034405929153,0.688476757043439,0.51278544073722,0.5892310141673074,0.5829047862660592,0.7048184602849359,0.5036226457417922,0.5762644701801455,0.2911031226004262,0.4366585056426916,0.5903383327008472,0.6318075862369742,0.3218194374411639,0.4678314465741277,0.2898527190045325,0.3278442075940427,0.15154147585971875,0.16786178441931016,0.30746167863068385,0.3072884534970921,0.15407606284335582,0.17062793853921215,0.2597286608281118,0.2573092847052163,0.2208720475683465,0.1332121694171243,-0.19765459598354881,-0.22915478354448607,-0.03094195694572272,0.08016065149072636,0.21880402312991137,0.19354093242499504,0.09386874012830963,0.1740476153915903,0.21035738839337828,0.35919475403234,0.23137123711735855,0.40557930171611895,0.11724039005745436,0.19598627465852897,0.4839806306394515,0.5553044764552382,0.6966318725038729,0.7006392736689107,0.02355182055132677,0.02378333254910193,0.3682381771791585,0.35792999698681877,-0.0715980919777929,-0.05884307797639973,0.3093392513472208,0.31527685716489356,0.11135466358823333,0.10088508827470914,0.10491644678778717,0.11106519858860042,0.04776039972886559,-0.010343362422603168,-0.6450338605760537,-0.7170803236231222,0.04506664809742906,0.17354929653215953,0.09318937302640165,-0.21471776317314506,-0.11363482685741369,-0.01919609942851347,-0.03682186705587105,-0.001622599427096058,-0.4095777623883561,-0.31864616064132273,-0.067012999073252,-0.15513001674999874,0.30742089672442385,0.47240159896293304,-0.08138074376540122,-0.19088300057730526,0.30386212733527457,0.39718298170176547,0.02038786028432645,0.04241283930147005,0.29565284379426937,0.321676009941195,-0.01755819328811666,0.09784063054664098,0.25621567510744747,0.3244011236647949,0.30038362336913244
Non-Manufacturing: Order Intentions & Demand Index,0.7442244799102389,0.6931313962555602,0.16829786750962367,0.15472794207057627,0.752911098182262,0.7082856351115302,0.1990943215790326,0.1906894426165759,0.6350879890832939,0.6168588633095586,0.0925507889544711,0.09762171426560483,0.6750872201589581,0.6310499115038545,0.16731534307661947,0.16516846398891416,0.48628934601957274,0.5135661474506992,0.20450806259562893,0.20855980246970682,0.7105534685201537,0.6637577093661249,0.20225957920984886,0.20002732020080738,0.6920295869849057,0.6228808748452233,0.330805380951127,0.3283935032586081,0.5200274718253709,0.6491751942860192,0.5647402523256947,0.5742034405929153,1.0,0.9625909322966755,0.44711518971037173,0.4634230774700535,0.9336652319928648,0.8994009141909107,0.38787064416985245,0.4058741154456046,0.48455188634531904,0.46605487285088393,0.4054825647074738,0.40748010037814314,0.57848105213264,0.6502852149073777,0.20144928181118196,0.2526848762774047,0.32586274031234175,0.3347787134518838,0.21744102039874819,0.18067521889233826,0.33832444963815655,0.3479065126989571,0.21171228526081412,0.18809968410248376,0.07687550319037996,0.03195228063394019,-0.22072533792545057,-0.24061857952667684,0.2279718982276032,0.19812678055263594,0.23158798588089866,0.22928943329229362,0.3759758724858242,0.4860637936580474,0.12888215552087548,0.2338295304038604,0.26022820712470424,0.45312535707385215,0.05001610857485275,0.073071913008257,0.5877532419445689,0.6095971005422925,0.4427775318637943,0.44235042513138395,0.2853539885171589,0.3241515289726395,0.30540768160299725,0.31338342183407786,0.2466999028775414,0.3036762305841322,0.3194654652134358,0.3270616909866996,0.2408186799366555,0.24942918851306903,0.06308633041377776,0.07995209063465147,-0.3539271350548268,-0.45439320740686173,-0.4765048059138658,-0.6623169055239436,0.30100301060599405,0.04227422044062012,0.10303293217290381,-0.43736438478269957,-0.07745662762272884,0.2716268767664077,-0.046689422899603907,-0.09268973849161696,-0.4254077444728447,-0.3167403631192391,0.022525711855939875,0.28958049544071934,0.6262936247711988,0.567712798962748,-0.021327484964117828,0.24663875397041166,0.5462209405019792,0.4890703869333981,-0.0402213796799886,0.40972537480947,0.3301190186835004,0.33178898358444714,0.3709292731249738,0.44783303341244607,0.433963424786292,0.5215381818609266,0.5271708804007904
